Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,,PIG-4719,12908799,,Documentation for PIG-4704: Customizable Error Handling for Storers in Pig,daijy,daijy,Major,Closed,Fixed,29/Oct/15 04:36,08/Jun/16 20:48,
Improvement,Patch Available,PIG-4761,12921679,,Add more information to front end error messages,eyal,eyal,Major,Closed,Fixed,14/Dec/15 14:41,08/Jun/16 20:48,
Bug,,PIG-4895,12969700,,User UDFs relying on mapreduce.job.maps broken in Tez,rohini,rohini,Major,Closed,Fixed,13/May/16 23:49,08/Jun/16 20:48,
Improvement,,PIG-4802,12938195,,Autoparallelism should estimate less when there is combiner,rohini,rohini,Major,Closed,Fixed,10/Feb/16 14:52,08/Jun/16 20:48,
Improvement,,PIG-4547,12829273,,Update Jython version to 2.7.0,erwaman,neerjakhattar,Major,Closed,Fixed,12/May/15 18:34,08/Jun/16 20:48,
Sub-task,,PIG-4657,12855727,12853065,[Pig on Tez] Optimize GroupBy and Distinct key comparison,rohini,rohini,Major,Closed,Fixed,12/Aug/15 23:56,08/Jun/16 20:48,
Bug,,PIG-4730,12911660,,[Pig on Tez] Total parallelism estimation does not account load parallelism,rohini,rohini,Major,Closed,Fixed,09/Nov/15 20:47,08/Jun/16 20:48,
Bug,,PIG-4650,12852343,,ant mvn-deploy target is broken,daijy,daijy,Major,Closed,Fixed,05/Aug/15 18:54,08/Jun/16 20:48,
Bug,,PIG-4800,12938144,,EvalFunc.getCacheFiles() fails for different namenode,rohini,rohini,Major,Closed,Fixed,10/Feb/16 10:34,08/Jun/16 20:48,
Bug,,PIG-4832,12947936,,Fix TestPrumeColumn NPE failure,kellyzly,kellyzly,Major,Closed,Fixed,08/Mar/16 08:04,08/Jun/16 20:48,
Task,,PIG-4742,12914734,,Document Pig's Register Artifact Command added in PIG-4417,akshayrai09,akshayrai09,Major,Closed,Fixed,20/Nov/15 03:45,08/Jun/16 20:48,
Task,,PIG-4365,12764481,,TOP udf should implement Accumulator interface,eyal,rohini,Major,Closed,Fixed,02/Jan/15 04:17,08/Jun/16 20:48,
Bug,,PIG-4814,12940678,,AvroStorage does not take namenode HA as part of schema file url,daijy,daijy,Major,Closed,Fixed,19/Feb/16 22:27,08/Jun/16 20:48,
Bug,,PIG-4808,12938929,,PluckTuple overwrites regex if used more than once in the same script,eyal,eyal,Major,Closed,Fixed,12/Feb/16 21:03,08/Jun/16 20:48,
Improvement,,PIG-4866,12957913,,Do not serialize PigContext in configuration to the backend,rohini,rohini,Major,Closed,Fixed,11/Apr/16 23:13,08/Jun/16 20:48,
Bug,Patch Available,PIG-3524,12674257,,Clean up Launcher and MapReduceLauncher after PIG-3419,cheolsoo,cheolsoo,Major,Closed,Fixed,17/Oct/13 06:33,04/Jun/16 21:30,
Bug,,PIG-4917,12974976,,Pig on Tez cannot switch pig.temp.dir to another fs,daijy,daijy,Major,Resolved,Duplicate,01/Jun/16 23:35,02/Jun/16 20:49,
Sub-task,,PIG-4915,12974912,12704071,Eliminate duplicate split calculation for Order by and Skewed Join,,rohini,Major,Open,,01/Jun/16 19:25,01/Jun/16 19:26,
Sub-task,,PIG-4348,12758548,12704071,Enhance Tez AM size estimation,,rohini,Major,Resolved,Duplicate,01/Dec/14 01:16,24/May/16 22:35,
New Feature,,PIG-3839,12704071,,Umbrella jira for Pig on Tez Performance Improvements,,rohini,Major,Open,,27/Mar/14 19:38,24/May/16 22:31,
Improvement,,PIG-4446,12779621,,Support for vertex level commit for parallel outputs in Tez,,rohini,Major,Resolved,Fixed,04/Mar/15 22:48,24/May/16 22:29,
Bug,,PIG-4487,12786863,,Pig on Tez gives wrong success message on failure in case of multiple outputs,rohini,rohini,Major,Closed,Fixed,30/Mar/15 22:53,24/May/16 22:29,
Bug,,PIG-4356,12761126,,Fetch yarn job diagnostics message and display for failed jobs,,rohini,Major,Resolved,Fixed,11/Dec/14 18:25,24/May/16 22:22,
Improvement,,PIG-3994,12719086,,Implement getting backend exception for Tez,rohini,rohini,Major,Closed,Fixed,08/Jun/14 19:49,24/May/16 22:22,
Bug,,PIG-4907,12972044,,PIG-2998 error: Unable to store data in HBase(1.1.4) table using PIG-0.13.0 in hadoop-2.5.1,,rituparna,Major,Open,,23/May/16 12:15,24/May/16 04:33,
Bug,,PIG-4900,12970722,,Using PIG 0.13.0 with HBase 1.1.4(pseudo distributed) in Hadoop 2.5.1. Pig error 1200 encountered while using store command in pig to hbase. Before this load and dump command in PIG worked fine.,,Ssamaddar,Major,Resolved,Duplicate,18/May/16 11:41,23/May/16 22:08,
Improvement,,PIG-4379,12767217,,Make RoundRobinPartitioner public,daijy,daijy,Major,Closed,Fixed,13/Jan/15 19:05,23/May/16 19:27,
Improvement,,PIG-3359,12654011,,Register Statements and Param Substitution in Macros,jpacker,jpacker,Major,Closed,Fixed,20/Jun/13 20:59,18/May/16 19:26,
Bug,,PIG-4883,12963590,,MapKeyType of splitter was set wrongly in specific multiquery case,kellyzly,licstar,Major,Resolved,Fixed,28/Apr/16 18:41,13/May/16 17:42,
Improvement,,PIG-4111,12732509,,Make Pig compiles with avro-1.7.7,fang fang chen,fang fang chen,Major,Open,,07/Aug/14 09:25,11/May/16 17:36,
New Feature,,PIG-3268,12641228,,Case statement support,cheolsoo,cheolsoo,Major,Closed,Fixed,07/Apr/13 03:12,09/May/16 23:31,
Bug,,PIG-4824,12946885,,FOREACH throwing error,,vivsingh,Major,Open,,04/Mar/16 04:53,09/May/16 05:19,
Improvement,,PIG-4724,12910115,,GROUP ALL must create an output record in case there is no input,prkommireddi,prkommireddi,Major,Open,,03/Nov/15 20:05,05/May/16 06:46,
Bug,,PIG-4433,12777257,,Loading bigdecimal in nested tuple does not work,kpriceyahoo,kpriceyahoo,Major,Closed,Fixed,24/Feb/15 19:16,28/Apr/16 05:21,
New Feature,,PIG-4360,12763892,,HBaseStorage should support setting the timestamp field,bridiver,bridiver,Major,Closed,Fixed,27/Dec/14 19:19,18/Apr/16 04:14,
Improvement,,PIG-1832,12497084,,Support timestamp in HBaseStorage when storing,,eyang,Major,Resolved,Duplicate,28/Jan/11 17:40,18/Apr/16 04:14,
Improvement,,PIG-4875,12959530,,Fix SchemaTuple for Tez,,rohini,Major,Open,,18/Apr/16 04:01,18/Apr/16 04:01,
Bug,,PIG-4864,12956316,,pig binary does not resolve PIG_HOME correctly when called through symlink,,ssavvides,Major,Open,,05/Apr/16 22:41,11/Apr/16 20:39,
Bug,,PIG-4865,12956860,,Trying to access a package level method->illegal access exception thrown,,othman.essabir,Major,Open,,07/Apr/16 13:04,07/Apr/16 13:05,07/Apr/16 00:00
Improvement,,PIG-4680,12875340,,Enable pig job graphs to resume from last successful state,Pratyy,abhishek.agarwal,Major,Open,,17/Sep/15 12:17,06/Apr/16 07:13,
Improvement,,PIG-4856,12954221,,Optimization for pig on spark ,,kellyzly,Major,Open,,29/Mar/16 07:30,06/Apr/16 06:00,
Sub-task,,PIG-4863,12956012,12954221,Re-design Spark plan to optimize the RDD pipeline,,kellyzly,Major,Open,,05/Apr/16 01:43,05/Apr/16 01:43,
Bug,,PIG-4861,12955779,,PigTutorial doesn't work on Windows,univerz,dbogdoll,Major,Open,,04/Apr/16 14:42,04/Apr/16 14:43,
Bug,,PIG-3082,12622733,,outputSchema of a UDF allows two usages when describing a Tuple schema,jcoveney,julienledem,Major,Closed,Fixed,06/Dec/12 22:41,30/Mar/16 21:05,
Sub-task,,PIG-4839,12948702,12954221,MultiQueryOptimizerSpark doesn't remove all redudant nodes in spark plan,kellyzly,kellyzly,Major,Open,,10/Mar/16 08:00,29/Mar/16 07:54,
Improvement,Patch Available,PIG-3123,12627984,,Simplify Logical Plans By Removing Unneccessary Identity Projections,njw45,njw45,Major,Closed,Fixed,17/Jan/13 03:49,27/Mar/16 19:25,
Bug,,PIG-4849,12952756,,"pig on tez will cause tez-ui to crash,because the content from timeline server is too long. ",shenxianqiang,shenxianqiang,Major,Patch Available,,23/Mar/16 09:23,24/Mar/16 15:16,
Bug,,PIG-4834,12948175,,Left Outer Skewed Join produces incorrect results,,nsmith,Major,Resolved,Duplicate,08/Mar/16 21:45,10/Mar/16 20:54,
Sub-task,,PIG-4830,12947913,12946489,TestProjectRange test fix,kexianda,kellyzly,Major,Resolved,Cannot Reproduce,08/Mar/16 06:24,09/Mar/16 02:00,
Sub-task,,PIG-4831,12947922,12946489,Fix TestPruneColumn tests,pallavi.rao,pallavi.rao,Major,Resolved,Duplicate,08/Mar/16 06:50,08/Mar/16 08:30,
Bug,,PIG-4813,12940155,,AvroStorage doesn't work for schema from external file for EMR,,jagdishk,Major,Resolved,Not A Bug,18/Feb/16 13:57,29/Feb/16 10:29,
Sub-task,,PIG-4809,12939167,12727944,Implement to collect metric data like getSMMSpillCount() in SparkJobStats,,kellyzly,Major,Open,,15/Feb/16 01:29,15/Feb/16 01:29,
Improvement,,PIG-4805,12938317,,Auto-parallelism estimation should use split sub plan specific to the successor,,rohini,Major,Open,,10/Feb/16 20:21,10/Feb/16 20:21,
