Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Task,MYFACES-2514,12446798,,An empty <default-validators> in faces-config should disable default validators,jakobkorherr,jakobkorherr,Major,Closed,Fixed,27/Jan/10 12:01,07/May/10 01:02,
Task,MYFACES-2512,12446744,,Ensure invocation of nextHandler.apply() in ValidatorTagHandlerDelegate when in wrapping-mode,jakobkorherr,jakobkorherr,Major,Closed,Fixed,26/Jan/10 22:48,07/May/10 01:02,
Task,MYFACES-2511,12446743,,Handle javax.faces.validator.DISABLE_DEFAULT_BEAN_VALIDATOR correctly,jakobkorherr,jakobkorherr,Major,Closed,Fixed,26/Jan/10 22:39,07/May/10 01:02,
Improvement,MYFACES-2510,12446699,,Remove RendererUtils.NOTHING,lu4242,dr.gonzo,Major,Closed,Fixed,26/Jan/10 17:03,07/May/10 01:02,
Bug,MYFACES-2507,12446555,,onClick on commandLink does not trigger loading of required jsf.js,lu4242,ihofmann,Major,Closed,Fixed,25/Jan/10 16:29,07/May/10 01:02,
Task,MYFACES-2505,12446457,,ComponentHandler.isNew requires deal with composite components,lu4242,lu4242,Major,Closed,Fixed,24/Jan/10 04:09,07/May/10 01:02,
Task,MYFACES-2503,12446408,,f:event should support no arg method on listener attribute,jakobkorherr,lu4242,Major,Closed,Fixed,23/Jan/10 03:50,07/May/10 01:02,
Task,MYFACES-2502,12446407,,Component state is lost for composite component childs of facets relocated by composite:insertChildren or composite:insertFacet,lu4242,lu4242,Major,Closed,Fixed,23/Jan/10 02:59,07/May/10 01:02,
Bug,MYFACES-2501,12446268,,"f:validateBean should only use the validationGroups from the stack, if its validationGroups property is null or an empty string",jakobkorherr,jakobkorherr,Major,Closed,Fixed,21/Jan/10 22:54,07/May/10 01:02,
Bug,MYFACES-2499,12446151,,"f:validateBean disabled=""true"" not processed correctly",jakobkorherr,jakobkorherr,Major,Closed,Fixed,20/Jan/10 22:24,07/May/10 01:02,
Bug,MYFACES-2498,12446129,,Myfaces should be able to gracefully handle a runtime with the bean validation API on the classpath but no impl,mconcini,mconcini,Major,Closed,Fixed,20/Jan/10 20:33,07/May/10 01:02,
Task,MYFACES-2496,12445964,,Provide a method to find out if a facelets TagHandler has children or not,,jakobkorherr,Major,Closed,Fixed,19/Jan/10 20:30,07/May/10 01:02,
Task,MYFACES-2494,12445879,,Component branches saved with PSS needs to be wrapped,lu4242,lu4242,Major,Closed,Fixed,19/Jan/10 01:06,07/May/10 01:02,
Task,MYFACES-2493,12445877,,"ViewMetadata facelets compiler should not output DTD, <?xml or any UIInstruction outside f:metadata",lu4242,lu4242,Major,Closed,Fixed,19/Jan/10 00:51,07/May/10 01:02,
Bug,MYFACES-2488,12445727,,PreRenderViewEvent-listeners could change UIViewRoot or set responseComplete,lu4242,jakobkorherr,Major,Closed,Fixed,16/Jan/10 11:19,07/May/10 01:02,
Task,MYFACES-2487,12445594,,DeltaList does not deal correctly with transient objects,lu4242,lu4242,Major,Closed,Fixed,15/Jan/10 04:53,07/May/10 01:02,
Bug,MYFACES-2484,12445465,,"public final void pushComponentToEL(FacesContext context, UIComponent component) crashes if component is null",,struberg,Major,Closed,Fixed,14/Jan/10 00:53,07/May/10 01:02,
Task,MYFACES-2483,12445325,,Find a way to allow c:if work with partial state saving enabled,lu4242,lu4242,Major,Closed,Fixed,12/Jan/10 17:50,07/May/10 01:02,
Bug,MYFACES-2482,12445291,,Use Error instead of Exception in Ajax Js Impl,lu4242,dr.gonzo,Major,Closed,Fixed,12/Jan/10 12:24,07/May/10 01:02,
