Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
New Feature,SVN-2949,12899335,"[sparse-directories] Rethink command-line client UI for depth selection, modification, and filtering",,kfogel,Major,Closed,Won't Fix,28/Sep/07 22:42,27/Oct/18 16:35,
Bug,SVN-2212,12898595,[PATCH] Solaris package build script,,subversion-importer,Major,Closed,Fixed,04/Feb/05 07:41,27/Oct/18 16:35,
Bug,SVN-2746,12899131,update overwrites w/o warning local modification if local timestamp did not change,,subversion-importer,Major,Closed,Fixed,19/Mar/07 09:40,27/Oct/18 16:35,
Improvement,SVN-2363,12898748,Runtime configuration parser code should gracefully deal with unreadable ~/.subversion,,cmpilato,Major,Closed,Fixed,13/Jul/05 17:15,27/Oct/18 16:35,
Bug,SVN-3350,12899736,build error with -Werror=format-security,,subversion-importer,Major,Closed,Cannot Reproduce,23/Dec/08 18:27,27/Oct/18 16:35,
Task,SVN-2800,12899185,Ensure that libsvn_ra_dav->libsvn_ra_neon change doesn't hurt third-party programs linked to us,,glasser,Major,Closed,Won't Fix,23/Jun/07 21:06,27/Oct/18 16:35,
New Feature,SVN-2957,12899343,Branch sync from svn to other svn,,subversion-importer,Major,Closed,Invalid,04/Oct/07 15:13,27/Oct/18 16:35,
Bug,SVN-2416,12898801,SVN treats 'application/xhtml+xml' as binary,,subversion-importer,Major,Closed,Duplicate,11/Oct/05 11:40,27/Oct/18 16:35,
Bug,SVN-2262,12898647,fs_fs lock auto-expiration needs improvement.,,fitz,Major,Closed,Fixed,04/Apr/05 21:54,27/Oct/18 16:35,
Bug,SVN-2859,12899244,'svn status --xml' broken if user has changelists,,glasser,Major,Closed,Fixed,02/Aug/07 17:35,27/Oct/18 16:35,
Bug,SVN-3228,12899614,ERROR: the svn-repos-path is not an existing di,,subversion-importer,Major,Closed,Invalid,27/Jun/08 21:38,27/Oct/18 16:35,
Bug,SVN-3018,12899404,svn update windows non responsive (hang block),,subversion-importer,Major,Closed,Won't Fix,08/Nov/07 14:51,27/Oct/18 16:35,
Bug,SVN-3107,12899493,replace and revert leads to a checksum mismatch,,subversion-importer,Major,Closed,Duplicate,21/Feb/08 16:36,27/Oct/18 16:35,
Bug,SVN-3370,12899756,svn client issues an OPTIONS for repository root,,subversion-importer,Major,Closed,Duplicate,12/Feb/09 04:10,27/Oct/18 16:35,
Bug,SVN-2191,12898574,[PATCH] Allow commit-email.pl to omit diffs,,subversion-importer,Major,Closed,Invalid,03/Jan/05 20:05,27/Oct/18 16:35,
Bug,SVN-3037,12899423,SQLite index does not stay up to date (copy/move/delete unhandled),,glasser,Major,Closed,Fixed,30/Nov/07 16:56,27/Oct/18 16:35,
Bug,SVN-2399,12898784,svn_ra_stat returning error for non-existent path instead of NULL dirent_t*,,subversion-importer,Major,Closed,Invalid,09/Sep/05 05:55,27/Oct/18 16:35,
Improvement,SVN-2379,12898764,svnadmin dump should send errors to stderr,,subversion-importer,Major,Closed,Cannot Reproduce,09/Aug/05 10:25,27/Oct/18 16:35,
Bug,SVN-2684,12899069,"authz: unexpected ""Circular dependency between groups""",,lgo,Major,Closed,Fixed,28/Dec/06 09:43,27/Oct/18 16:35,
Bug,SVN-3092,12899478,svn copy should accept --ignore-externals,,subversion-importer,Major,Closed,Duplicate,04/Feb/08 21:29,27/Oct/18 16:35,
Bug,SVN-3296,12899682,--revision option is not forwarded to svn:externals references,,subversion-importer,Major,Closed,Duplicate,10/Oct/08 11:53,27/Oct/18 16:35,
New Feature,SVN-3215,12899601,How I Know users that they have done checkout of a directory?,,subversion-importer,Major,Closed,Invalid,05/Jun/08 08:41,27/Oct/18 16:35,
Bug,SVN-2380,12898765,'svn switch --relocate' silently fails,,kfogel,Major,Closed,Fixed,09/Aug/05 18:08,27/Oct/18 16:35,
Improvement,SVN-2172,12898555,python - svn_repos_get_logs causes segfaults when looking at change* values,,subversion-importer,Major,Closed,Fixed,19/Dec/04 23:09,27/Oct/18 16:35,
Improvement,SVN-2620,12899005,lighttpd support,,subversion-importer,Major,Closed,Won't Fix,03/Oct/06 21:12,27/Oct/18 16:35,
Bug,SVN-2758,12899143,Add propset and propdel subcommands to svnmucc,,hwright,Major,Closed,Fixed,03/Apr/07 18:34,27/Oct/18 16:35,
Bug,SVN-2759,12899144,non-toplevel linked resources not supported,,subversion-importer,Major,Closed,Invalid,04/Apr/07 08:39,27/Oct/18 16:35,
Improvement,SVN-2825,12899210,Handle --depth option for 'merge' operations in terms of both content and merge info,,dlr,Major,Closed,Fixed,13/Jul/07 21:41,27/Oct/18 16:35,
Bug,SVN-3542,12899928,pre-revprop-change hook executed twice by mod_dav_svn,,subversion-importer,Major,Closed,Duplicate,03/Dec/09 15:41,27/Oct/18 16:35,
Bug,SVN-2805,12899190,Can't convert string from 'UTF-8' to native encoding,,subversion-importer,Major,Closed,Invalid,28/Jun/07 09:29,27/Oct/18 16:35,
Bug,SVN-2480,12898865,Repository Name using SVNParentPath,,subversion-importer,Major,Closed,Invalid,15/Jan/06 13:31,27/Oct/18 16:35,
Bug,SVN-3540,12899926,Commit one repository from inside another: runs out of memory,,subversion-importer,Major,Closed,Invalid,30/Nov/09 02:55,27/Oct/18 16:35,
Bug,SVN-2962,12899348,Updating an deleted file should trigger a conflict,,subversion-importer,Major,Closed,Fixed,09/Oct/07 21:20,27/Oct/18 16:35,
New Feature,SVN-2589,12898974,grep for removed history,,subversion-importer,Major,Closed,Invalid,31/Jul/06 15:06,27/Oct/18 16:35,
Bug,SVN-3222,12899608,--with-zlib resets LDFLAGS,,subversion-importer,Major,Closed,Fixed,20/Jun/08 21:42,27/Oct/18 16:35,
Bug,SVN-2906,12899292,Invalid diff format under Chinese locale,,subversion-importer,Major,Closed,Fixed,03/Sep/07 22:03,27/Oct/18 16:35,
Bug,SVN-2940,12899326,Fix known regressions in trunk against 1.4.x,,lgo,Major,Closed,Fixed,22/Sep/07 08:16,27/Oct/18 16:35,
Bug,SVN-3543,12899929,mod_dav_svn: Error messages from pre-revprop-change are discarded,,subversion-importer,Major,Closed,Duplicate,03/Dec/09 15:53,27/Oct/18 16:35,
Bug,SVN-3266,12899652,commit overwrites earlier commit without warning,,subversion-importer,Major,Closed,Cannot Reproduce,21/Aug/08 11:05,27/Oct/18 16:35,
