Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,TEZ-1717,12751296,,Flaky test: TestDAGImpl.testEdgeManager_GetNumSourceTaskPhysicalOutputs,zjffdu,rajesh.balamohan,Major,Resolved,Fixed,29/Oct/14 03:09,30/Oct/14 00:57,
Bug,TEZ-1030,12707301,,Address intermittent errors created due to race condition in YARN-1915,hitesh,hitesh,Major,Resolved,Won't Fix,08/Apr/14 23:42,29/Oct/14 04:07,
Bug,TEZ-1718,12751298,,Add tests for ATS History Logging Service ,,hitesh,Major,Open,,29/Oct/14 03:59,29/Oct/14 03:59,
Sub-task,TEZ-1283,12727432,12727428,Try to guarantee that all timeline events get flushed to timeline server when AM is shutting down.,,hitesh,Major,Resolved,Duplicate,15/Jul/14 18:52,28/Oct/14 00:41,
Bug,TEZ-1495,12736593,,ATS integration for TezClient,pramachandran,pramachandran,Major,Closed,Fixed,25/Aug/14 19:04,28/Oct/14 00:41,
Sub-task,TEZ-1281,12727429,12727428,Change DAGClient to pull data from timeline server when necessary,,hitesh,Major,Resolved,Duplicate,15/Jul/14 18:49,28/Oct/14 00:41,
Sub-task,TEZ-1282,12727431,12727428,Support batching of events when using Timeline Client,,hitesh,Major,Resolved,Duplicate,15/Jul/14 18:50,27/Oct/14 23:30,
Bug,TEZ-1359,12731350,,SimpleMRProcessor commit should handle IO/Interrupted exceptions,,bikassaha,Major,Resolved,Not A Problem,01/Aug/14 16:46,22/Oct/14 18:36,
Bug,TEZ-1694,12749798,,Update Jon Eagles project status,jeagles,jeagles,Major,Resolved,Fixed,22/Oct/14 15:28,22/Oct/14 15:33,
Test,TEZ-1525,12737931,,BroadcastLoadGen testcase,gopalv,gopalv,Major,Resolved,Fixed,29/Aug/14 22:22,21/Oct/14 18:53,
Bug,TEZ-1691,12749427,,Check whether VertexManager is null before handling VertexManageEvent,,zjffdu,Major,Open,,21/Oct/14 04:45,21/Oct/14 17:31,
Sub-task,TEZ-1586,12741428,12643479,Vertex should always been recovered to FAIL when DAG is committing,zjffdu,zjffdu,Major,Resolved,Invalid,15/Sep/14 08:32,20/Oct/14 23:32,
Sub-task,TEZ-1584,12741386,12643479,Restore counters from DAGFinishedEvent when DAG is completed,zjffdu,zjffdu,Major,Closed,Fixed,15/Sep/14 04:05,20/Oct/14 17:49,
Sub-task,TEZ-1357,12731213,12724018,Display better diagnostics when AM fails to launch,zjffdu,hitesh,Major,Open,,31/Jul/14 23:10,20/Oct/14 11:37,
Sub-task,TEZ-1681,12748950,12748947,Script should be robust enough to be called from outside of its location dir ,,hitesh,Major,Open,,17/Oct/14 19:03,17/Oct/14 19:03,
Sub-task,TEZ-1680,12748949,12748947,Better error handling in swimlanes tool ,,hitesh,Major,Open,,17/Oct/14 19:02,17/Oct/14 19:02,
Sub-task,TEZ-1679,12748948,12748947,yarn-swimlanes is not OS X friendly ,,hitesh,Major,Open,,17/Oct/14 19:01,17/Oct/14 19:01,
Bug,TEZ-1677,12748782,,Add Jeff Zhang to team list,zjffdu,zjffdu,Major,Closed,Fixed,17/Oct/14 01:26,17/Oct/14 11:08,
Bug,TEZ-1197,12720190,,Tasks failing with spill error,,hitesh,Major,Resolved,Cannot Reproduce,09/Jun/14 19:54,16/Oct/14 17:12,
Bug,TEZ-1033,12707614,,AM hangs during recovery with Tasks awaiting init event,hitesh,arpitgupta,Major,Closed,Fixed,10/Apr/14 01:08,16/Oct/14 04:31,
Sub-task,TEZ-392,12665292,12665286,Support for passing two or more different outputs from a vertex as input to two or more different vertexes,,rohini,Major,Closed,Duplicate,23/Aug/13 18:54,16/Oct/14 04:31,
Bug,TEZ-554,12673570,,VertexImpl should handle V_SOURCE_TASK_ATTEMPT_COMPLETED event at INITED and INITIALIZING state,sseth,sseth,Major,Closed,Fixed,12/Oct/13 21:53,16/Oct/14 04:31,
Improvement,TEZ-584,12675925,,Intermittent test issue with TestGroupedSplits,bikassaha,bikassaha,Major,Closed,Fixed,26/Oct/13 02:12,16/Oct/14 04:31,
Improvement,TEZ-414,12666720,,"Implement a non sorted, non aggregated K-V input/output pair",sseth,sseth,Major,Closed,Fixed,03/Sep/13 17:58,16/Oct/14 04:31,
Bug,TEZ-135,12648133,,Let there be hive,hagleitn,hagleitn,Major,Closed,Fixed,17/May/13 07:57,16/Oct/14 04:31,
Sub-task,TEZ-995,12704326,12643479,TestDAGRecover/2 sometimes hang,hitesh,bikassaha,Major,Closed,Duplicate,28/Mar/14 18:10,16/Oct/14 04:31,
Bug,TEZ-1631,12744722,,Session dag submission timeout can result in duplicate DAG submissions,zjffdu,bikassaha,Major,Closed,Fixed,29/Sep/14 17:39,16/Oct/14 04:28,
Bug,TEZ-1177,12718677,,HIve Tez job stalls out,,dmoore247,Major,Open,,05/Jun/14 17:10,16/Oct/14 04:13,
