Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,TRAFODION-2797,13116417,,odb variable name conflict,,sujinpei,Major,Resolved,Fixed,06/Nov/17 15:03,26/Jul/19 10:20,
Bug,TRAFODION-2955,13136169,,odb crash when executing sql statements in a file and the file contains space only line. ,sujinpei,sujinpei,Major,Resolved,Fixed,05/Feb/18 01:24,26/Jul/19 10:17,
Bug,TRAFODION-3233,13198272,,odb rows option not work when copying data in parallel,sujinpei,sujinpei,Major,Resolved,Fixed,14/Nov/18 09:15,26/Jul/19 10:10,23/Nov/18 00:00
Bug,TRAFODION-3307,13230051,,emptyasempty option in map file not work,,sujinpei,Major,Resolved,Fixed,25/Apr/19 08:53,26/Jul/19 10:08,
Bug,TRAFODION-3317,13243872,,extract command crash odb when src is list of tables and the list size bigger than 9,,sujinpei,Major,Resolved,Fixed,09/Jul/19 10:38,26/Jul/19 10:07,
Improvement,TRAFODION-3316,13243775,,Fix some issues with incremental UPDATE STATISTICS,dbirdsall,dbirdsall,Major,Resolved,Fixed,08/Jul/19 22:43,10/Jul/19 16:01,
Improvement,TRAFODION-3315,13243060,,OSIM gives no error detail when Hive failures occur,dbirdsall,dbirdsall,Major,Resolved,Fixed,03/Jul/19 17:47,08/Jul/19 16:19,
Improvement,TRAFODION-3263,13211465,,Disable LOB locking and refactor order of  LOB iud expression evaluation,sandhya,sandhya,Major,Open,,24/Jan/19 06:30,08/Jul/19 16:18,
Improvement,TRAFODION-3314,13242619,,OSIM generates redundant DDL for unique constraints,dbirdsall,dbirdsall,Major,Resolved,Fixed,01/Jul/19 23:10,03/Jul/19 19:58,
Bug,TRAFODION-3313,13241963,,wrong POM.XML on jdbcT4,,eowhadi,Major,Open,,27/Jun/19 14:56,27/Jun/19 14:56,
Bug,TRAFODION-2311,13015256,,Avoid error 8605 and 8609 during SQLEndTran if no transaction active,arvind-narain,arvind-narain,Major,Open,,25/Oct/16 22:30,27/Jun/19 01:45,
Improvement,TRAFODION-3312,13240068,,Refactor getenv calls in common/IpcGuardian.cpp for efficiency,dbirdsall,dbirdsall,Major,Open,,17/Jun/19 22:07,17/Jun/19 22:07,
New Feature,TRAFODION-3252,13206724,,odb -cp command does not support writting to bad file,sujinpei,sujinpei,Major,Resolved,Fixed,28/Dec/18 03:54,03/Jun/19 09:12,
Wish,TRAFODION-2627,13075486,,Docker,hfutmkby,pietermartin,Major,Closed,Implemented,28/May/17 19:33,30/May/19 13:11,
Improvement,TRAFODION-3311,13234976,,Trafodion to start transactions for select statements with FOR UPDATE,selvag,selvag,Major,Open,,22/May/19 18:54,29/May/19 02:36,
Bug,TRAFODION-3310,13234760,,Commit transaction needs to be complete before returning to the caller,selvag,selvag,Major,Open,,22/May/19 00:19,29/May/19 02:35,
Bug,TRAFODION-3274,13215135,,At times sqlci or any other SQL process fails to come up and dumps core,selvag,selvag,Major,Resolved,Fixed,12/Feb/19 02:25,22/May/19 17:54,
Improvement,TRAFODION-3309,13233819,,Improve analyzeMessagesGuide.py for errors in 2000 range,dbirdsall,dbirdsall,Major,Resolved,Fixed,16/May/19 16:53,21/May/19 19:54,
Bug,TRAFODION-3308,13233335,,Uninformative error messages when executables are unavailable,dbirdsall,dbirdsall,Major,Resolved,Fixed,14/May/19 22:06,16/May/19 21:16,
Improvement,TRAFODION-3280,13218127,,Reduce path length in Trafodion for improved performance and scalability ,selvag,selvag,Major,Open,,26/Feb/19 16:26,16/May/19 05:39,
Documentation,TRAFODION-2889,13129144,,Add Examples of LOAD Statement for *Trafodion SQL Reference Manual* ,Liu Yu 66,Liu Yu 66,Major,Resolved,Fixed,08/Jan/18 02:53,02/May/19 08:43,
Documentation,TRAFODION-2866,13127617,,Add HBase Configuration Changes for *Trafodion Provisioning Guide*,Liu Yu 66,Liu Yu 66,Major,Resolved,Fixed,29/Dec/17 02:39,02/May/19 08:43,
Documentation,TRAFODION-2929,13133932,,Add *Rebuild Indexes* for LOAD Statement in *Trafodion SQL Reference Manual*,Liu Yu 66,Liu Yu 66,Major,Resolved,Fixed,26/Jan/18 05:57,02/May/19 08:43,
Documentation,TRAFODION-3100,13164845,,Correct the syntax of Drop Column (Alter Table Statement) in *Trafodion SQL Reference Manual*,Liu Yu 66,Liu Yu 66,Major,Resolved,Fixed,08/Jun/18 03:18,02/May/19 08:43,
Documentation,TRAFODION-3159,13173422,,Add *Syntax Descriptions and Examples* for *TO_CHAR Function* in *Trafodion SQL Reference Manual*,Liu Yu 66,Liu Yu 66,Major,Resolved,Fixed,20/Jul/18 10:33,02/May/19 08:43,
