Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Sub-task,KAFKA-14473,13513706,13513694,Move AbstractIndex to storage module,ijuma,ijuma,Major,Resolved,Fixed,14/Dec/22 21:17,20/Dec/22 19:46,
Sub-task,KAFKA-14474,13513708,13513694,Move OffsetIndex to storage module,ijuma,ijuma,Major,Resolved,Fixed,14/Dec/22 21:17,20/Dec/22 19:46,
Bug,KAFKA-14537,13514945,,Materialized with / as ordering issues,,mallwoodrbi,Major,Resolved,Not A Bug,20/Dec/22 16:50,20/Dec/22 17:04,
Bug,KAFKA-14536,13514941,,SessionId in FetchResponse should be ignorable,dajac,dajac,Major,Resolved,Not A Problem,20/Dec/22 16:11,20/Dec/22 17:01,
New Feature,KAFKA-7205,13174545,,KafkaConsumer / KafkaProducer should allow Reconfiguration of SSL Configuration,,mjungsbluth,Major,Open,,25/Jul/18 20:27,20/Dec/22 15:26,
Task,KAFKA-14343,13493694,,Write upgrade/downgrade tests for enabling the state updater ,lbrutschy,lbrutschy,Major,Resolved,Fixed,31/Oct/22 09:35,20/Dec/22 08:40,
Bug,KAFKA-13085,13389588,,Offsets clean up based on largest Timestamp in a Log segment,,maj_aashif,Major,Open,,14/Jul/21 09:34,20/Dec/22 08:22,
Bug,KAFKA-12610,13369379,,Resources on classpath break PluginClassLoader isolation,gharris1727,nigel.liang,Major,Resolved,Fixed,03/Apr/21 00:55,20/Dec/22 01:51,
Test,KAFKA-14529,13514689,,fix failed KafkaServerKRaftRegistrationTest,showuon,showuon,Major,Resolved,Fixed,19/Dec/22 07:31,20/Dec/22 01:23,
Bug,KAFKA-10432,13324511,,LeaderEpochCache is incorrectly recovered on segment recovery for epoch 0,lucasbradstreet,lucasbradstreet,Major,Resolved,Fixed,25/Aug/20 17:01,20/Dec/22 00:25,
Sub-task,KAFKA-14466,13513356,13204565,Refactor ClassLoaderAwareRemoteStorageManager.scala to  ClassLoaderAwareRemoteStorageManager.java and move it to storage module.,satish.duggana,satish.duggana,Major,Resolved,Fixed,13/Dec/22 11:03,19/Dec/22 23:14,
Test,KAFKA-14535,13514785,,Flaky test PlaintextEndToEndAuthorizationTest.testNoConsumeWithoutDescribeAclViaSubscribe,,gharris1727,Major,Open,,19/Dec/22 23:04,19/Dec/22 23:05,
Improvement,KAFKA-14097,13472778,, Separate configuration for producer ID expiry,jolshan,jolshan,Major,Resolved,Fixed,21/Jul/22 20:50,19/Dec/22 22:52,
Test,KAFKA-14533,13514780,,Flaky Test SmokeTestDriverIntegrationTest.shouldWorkWithRebalance,,gharris1727,Major,Open,,19/Dec/22 22:39,19/Dec/22 22:41,
Bug,KAFKA-8940,13258624,,Flaky Test SmokeTestDriverIntegrationTest.shouldWorkWithRebalance,showuon,guozhang,Major,Resolved,Fixed,24/Sep/19 18:51,19/Dec/22 22:40,
Sub-task,KAFKA-14490,13513751,13513694,Consider using UncheckdIOException instead of IOException in the log layer,,ijuma,Major,Open,,14/Dec/22 21:31,19/Dec/22 19:57,
Sub-task,KAFKA-14472,13513699,13513694,Move TransactionIndex and related to storage module,ijuma,ijuma,Major,Resolved,Fixed,14/Dec/22 21:14,19/Dec/22 19:32,
Improvement,KAFKA-14527,13514363,,Move `kafka.security` from `core` to separate module,,ijuma,Major,Open,,17/Dec/22 22:02,19/Dec/22 19:21,
Sub-task,KAFKA-14264,13483565,13482439,Refactor coordinator code,pnee,pnee,Major,Open,,28/Sep/22 02:23,19/Dec/22 17:48,
Improvement,KAFKA-14525,13514360,,Move CLI tools from `core` to `tools` module,mimaison,ijuma,Major,Open,,17/Dec/22 21:49,19/Dec/22 15:17,
Sub-task,KAFKA-14133,13474697,13187333,Remaining EasyMock to Mockito tests,christo_lolov,christo_lolov,Major,Open,,02/Aug/22 12:48,19/Dec/22 11:07,
Sub-task,KAFKA-9550,13285143,13204565,RemoteLogManager - copying eligible log segments to remote storage implementation ,satish.duggana,satish.duggana,Major,In Progress,,13/Feb/20 17:35,19/Dec/22 10:17,
Sub-task,KAFKA-9990,13304791,13204565,Supporting transactions in tiered storage,satish.duggana,satish.duggana,Major,Resolved,Fixed,13/May/20 23:36,19/Dec/22 09:38,
Sub-task,KAFKA-14523,13514346,13513694,Move RemoteLogManager to the storage module,satish.duggana,ijuma,Major,Open,,17/Dec/22 19:04,18/Dec/22 00:36,
Improvement,KAFKA-14528,13514364,,Move replication code from `core` to separate module,,ijuma,Major,Open,,17/Dec/22 22:06,17/Dec/22 22:06,
Improvement,KAFKA-14048,13470287,,The Next Generation of the Consumer Rebalance Protocol,dajac,dajac,Major,Open,,06/Jul/22 08:28,17/Dec/22 21:30,
Sub-task,KAFKA-13369,13406118,13204565,Follower fetch protocol enhancements for tiered storage.,satish.duggana,satish.duggana,Major,Resolved,Fixed,12/Oct/21 10:17,17/Dec/22 19:00,
Sub-task,KAFKA-14471,13513698,13513694,Move IndexEntry and related to storage module,ijuma,ijuma,Major,Resolved,Fixed,14/Dec/22 21:13,17/Dec/22 18:08,
Sub-task,KAFKA-14469,13513590,13204565,Fix inconsistency in config name between code and KIP-405 ,divijvaidya,divijvaidya,Major,Resolved,Won't Fix,14/Dec/22 11:51,17/Dec/22 04:04,
Improvement,KAFKA-14437,13509275,,Enhance StripedReplicaPlacer to account for existing partition assignments,andyg2,andyg2,Major,Open,,02/Dec/22 16:34,17/Dec/22 01:21,
