Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,PHOENIX-3474,13019915,,Send separate cache RPC with ON DUPLICATE KEY if same across entire batch bigger than a threshold,,jamestaylor,Major,Open,,10/Nov/16 19:02,10/Nov/16 19:02,
Sub-task,PHOENIX-3410,13015401,12858189,Support ALTER VIEW in Phoenix-Calcite Integration,rajeshbabu,rajeshbabu,Major,Resolved,Fixed,26/Oct/16 12:30,10/Nov/16 07:17,
Sub-task,PHOENIX-3409,13015400,12858189,Support ALTER TABLE in Phoenix-Calcite Integration,rajeshbabu,rajeshbabu,Major,Resolved,Fixed,26/Oct/16 12:30,10/Nov/16 07:16,
Bug,PHOENIX-3396,13014438,,Valid Multi-byte strings whose total byte size is greater than the max char limit cannot be inserted into VARCHAR fields in the PK ,jamestaylor,jfernando_sfdc,Major,Resolved,Fixed,22/Oct/16 00:26,10/Nov/16 01:57,
Bug,PHOENIX-1515,12760638,,explain time is too long,jamestaylor,yangming860101,Major,Resolved,Fixed,10/Dec/14 03:21,09/Nov/16 08:54,
Sub-task,PHOENIX-3347,13009651,12991165,Set conformance level to PhoenixSqlConformance,maryannxue,lomoree,Major,Resolved,Fixed,04/Oct/16 18:34,08/Nov/16 22:14,
Bug,PHOENIX-3464,13019141,,Pig doesn't handle hbase://query/ properly,,szita,Major,Open,,08/Nov/16 08:41,08/Nov/16 08:45,
Bug,PHOENIX-3462,13019037,,BaseLocalIndexIT is changing server side properties of the shared test cluster,,samarthjain,Major,Resolved,Fixed,07/Nov/16 23:37,08/Nov/16 07:52,
Bug,PHOENIX-3463,13019038,,ViewIndexIT#testUpdateOnTenantViewWithGlobalView doesn't test namespace mapping correctly,samarthjain,samarthjain,Major,Resolved,Fixed,07/Nov/16 23:38,08/Nov/16 01:07,
New Feature,PHOENIX-6,12689851,,Support ON DUPLICATE KEY construct,jamestaylor,jamestaylor,Major,Resolved,Fixed,20/Jan/14 18:24,07/Nov/16 22:46,
Bug,PHOENIX-3459,13018880,,Document new Python library available for Phoenix,,jamestaylor,Major,Open,,07/Nov/16 16:49,07/Nov/16 16:49,
Bug,PHOENIX-3458,13018622,,Cannot add primary key column to tenant specific view derived from global view,,jamestaylor,Major,Open,,05/Nov/16 15:54,05/Nov/16 15:54,
Test,PHOENIX-3456,13018377,,Use unique table names for MutableIndexFailureIT,jamestaylor,jamestaylor,Major,Open,,05/Nov/16 05:15,05/Nov/16 07:12,
Test,PHOENIX-3449,13017902,,Ignore hanging IndexExtendedIT tests until they can be investigated,jamestaylor,jamestaylor,Major,Resolved,Fixed,04/Nov/16 02:04,05/Nov/16 06:20,
Bug,PHOENIX-3199,12999277,,ServerCacheClient sends cache to all regions unnecessarily,comnetwork,comnetwork,Major,Resolved,Fixed,23/Aug/16 16:13,05/Nov/16 05:10,
Bug,PHOENIX-3455,13018370,,MutableIndexFailureIT is hanging on 4.x-HBase-1.1 branch,,jamestaylor,Major,Open,,05/Nov/16 04:46,05/Nov/16 04:47,
Bug,PHOENIX-3419,13015913,,phoenix client (sqlline) adds a duplicate table schema to the query,,sgandotra,Major,Open,,27/Oct/16 17:31,04/Nov/16 19:25,
Bug,PHOENIX-3421,13015973,,Column name lookups fail when on an indexed table,jamestaylor,cody.marcel@gmail.com,Major,Resolved,Fixed,27/Oct/16 21:06,04/Nov/16 17:11,
Sub-task,PHOENIX-3441,13017852,12991165,PhoenixTableModify calls on ResultSet for unit tests,,lomoree,Major,Open,,03/Nov/16 22:28,04/Nov/16 00:49,
Bug,PHOENIX-3432,13017074,,Upgrade Phoenix 4.8.0 to 4.9.0 fails because of illegal characters in snapshot name,samarthjain,warwithin,Major,Resolved,Fixed,02/Nov/16 02:30,03/Nov/16 21:15,
Bug,PHOENIX-3422,13016014,,PhoenixQueryBuilder doesn't make value string correctly for char(/varchar) column type.,Jeongdae Kim,Jeongdae Kim,Major,Resolved,Fixed,28/Oct/16 01:38,03/Nov/16 02:57,
Bug,PHOENIX-3387,13013095,,Hive PhoenixStorageHandler fails with join on numeric fields,sergey.soldatov,sergey.soldatov,Major,Resolved,Fixed,18/Oct/16 07:32,03/Nov/16 02:57,
Bug,PHOENIX-3386,13013093,,PhoenixStorageHandler throws NPE if local tasks executed via child,sergey.soldatov,sergey.soldatov,Major,Resolved,Fixed,18/Oct/16 07:29,03/Nov/16 02:57,
Bug,PHOENIX-3408,13015364,,arithmetic/mathematical operations with Decimal columns failed in Hive with PheonixStorageHandler.,Jeongdae Kim,Jeongdae Kim,Major,Resolved,Fixed,26/Oct/16 10:04,03/Nov/16 02:57,
Bug,PHOENIX-3416,13015698,,Memory leak in PhoenixStorageHandler,Jeongdae Kim,Jeongdae Kim,Major,Resolved,Fixed,27/Oct/16 07:14,03/Nov/16 02:57,
Bug,PHOENIX-3435,13017355,,Upgrade will fail for future releases because of use of timestamp as value for upgrade mutex,samarthjain,samarthjain,Major,Resolved,Fixed,02/Nov/16 19:04,03/Nov/16 02:57,
Bug,PHOENIX-3434,13017340,,Avoid creating new Configuration in ClientAggregatePlan to improve performance,jamestaylor,jamestaylor,Major,Resolved,Fixed,02/Nov/16 17:48,03/Nov/16 02:57,
Bug,PHOENIX-3423,13016085,,PhoenixObjectInspector doesn't have information on length of the column.,Jeongdae Kim,Jeongdae Kim,Major,Resolved,Fixed,28/Oct/16 08:45,03/Nov/16 02:57,
Bug,PHOENIX-3208,13000060,,MutationState.toMutations method would throw a exception if multiple tables are upserted ,comnetwork,comnetwork,Major,Resolved,Fixed,25/Aug/16 16:00,03/Nov/16 02:17,
Sub-task,PHOENIX-3118,12992389,12992194,Increase default value of hbase.client.scanner.max.result.size,,jamestaylor,Major,Resolved,Won't Fix,25/Jul/16 20:31,02/Nov/16 22:45,
Bug,PHOENIX-1351,12748192,,LIKE is not working when the column value contains LINE FEED,,TaoLu,Major,Resolved,Fixed,15/Oct/14 01:16,02/Nov/16 22:17,
Bug,PHOENIX-3436,13017397,,Port snapshot and upgrade mutex fixes to 4.8 branches,samarthjain,samarthjain,Major,Resolved,Fixed,02/Nov/16 21:02,02/Nov/16 21:38,
Bug,PHOENIX-3254,13003568,,IndexId Sequence is incremented even if index exists already.,ankit@apache.org,ankit@apache.org,Major,Resolved,Fixed,08/Sep/16 13:05,02/Nov/16 20:07,
Bug,PHOENIX-3375,13011783,,Upgrade from v4.8.1 to 4.9.0 fails,samarthjain,mujtabachohan,Major,Resolved,Fixed,12/Oct/16 19:37,01/Nov/16 01:13,
Bug,PHOENIX-3326,13007231,,Restoring SYSTEM.CATALOG from snapshot causes clients to run into UpgradeInProgressException,samarthjain,samarthjain,Major,Resolved,Fixed,23/Sep/16 19:00,31/Oct/16 21:51,
New Feature,PHOENIX-2675,12938338,,Allow stats to be configured on a table-by-table basis,jamestaylor,jamestaylor,Major,Resolved,Fixed,10/Feb/16 21:25,31/Oct/16 21:41,
Bug,PHOENIX-3108,12991565,,ImmutableIndexIT fails when run on its own,samarthjain,samarthjain,Major,Resolved,Not A Problem,21/Jul/16 18:56,31/Oct/16 21:37,
Bug,PHOENIX-2420,12913210,,Phoenix connnection blocked,,scootli,Major,Open,,16/Nov/15 04:40,31/Oct/16 21:32,
Bug,PHOENIX-3124,12993365,,Undo hack for PHOENIX-3121,,jamestaylor,Major,Open,,28/Jul/16 21:05,31/Oct/16 21:32,
Bug,PHOENIX-2750,12947713,,"ERROR 201 (22000) when PERCENT_DISC over column(DOUBLE, BIGINT) that contain null",,hryhoriev.nick,Major,Open,,07/Mar/16 16:08,31/Oct/16 21:32,
Bug,PHOENIX-2508,12920771,,Phoenix Connections Stopped Working,,gcagrici,Major,Open,,10/Dec/15 13:58,31/Oct/16 21:32,
Bug,PHOENIX-2493,12919169,,ROW_TIMESTAMP mapping not functional with UNSIGNED_LONG column type,samarthjain,pierre.lacave,Major,Open,,05/Dec/15 07:06,31/Oct/16 21:32,
Bug,PHOENIX-3167,12996036,,CREATE TABLE on an existing table resets the HTableMetadata,samarthjain,samarthjain,Major,Patch Available,,09/Aug/16 18:41,31/Oct/16 21:32,
Bug,PHOENIX-2004,12832222,,Wrong answer:  SELECT MAX((CASE WHEN TRUE THEN 10 ELSE -10 END)),,sergiolob,Major,Open,,22/May/15 18:10,31/Oct/16 21:32,
Improvement,PHOENIX-2770,12950433,,Add equal and hashCode methods to PTableImpl to check the equality of it's objects,rajeshbabu,rajeshbabu,Major,Resolved,Duplicate,15/Mar/16 08:18,31/Oct/16 21:22,
Bug,PHOENIX-2939,12972923,,MetaCache is easily thrashed with default settings,,ndimiduk,Major,Resolved,Fixed,26/May/16 01:15,31/Oct/16 21:18,
Bug,PHOENIX-3428,13016682,,Fix flapping tests in UpgradeIT,samarthjain,samarthjain,Major,Resolved,Fixed,31/Oct/16 18:09,31/Oct/16 20:13,
Sub-task,PHOENIX-3429,13016683,12991165,Calcite doesn't recognize SYSTEM table,,lomoree,Major,Resolved,Duplicate,31/Oct/16 18:09,31/Oct/16 18:27,
Bug,PHOENIX-3004,12980302,,Allow users to configure allowed Kerberos realms for PQS,elserj,elserj,Major,Resolved,Fixed,17/Jun/16 20:32,31/Oct/16 17:34,
Bug,PHOENIX-3424,13016255,,Backward compatibility failure: 4.8 -> 4.9 upgrade,jamestaylor,mujtabachohan,Major,Resolved,Fixed,28/Oct/16 20:12,30/Oct/16 19:16,
Task,PHOENIX-3242,13002347,,Support UDF in Phoenix-Calcite Integration,rajeshbabu,rajeshbabu,Major,Resolved,Fixed,02/Sep/16 13:35,29/Oct/16 18:27,
Bug,PHOENIX-3374,13011729,,Wrong data row key is getting generated for local indexes for functions with fixed non null columns,rajeshbabu,rajeshbabu,Major,Resolved,Fixed,12/Oct/16 17:16,28/Oct/16 19:24,
Bug,PHOENIX-3420,13015944,,Upgrade to sqlline 1.2.0,jamestaylor,jamestaylor,Major,Resolved,Fixed,27/Oct/16 19:35,27/Oct/16 22:42,
Bug,PHOENIX-3418,13015889,,Delete fails due to 'Cache of region boundaries out of date' exception after region split,,sgandotra,Major,Open,,27/Oct/16 16:33,27/Oct/16 20:50,
Sub-task,PHOENIX-3244,13002349,13002347,Support adding/listing udf jars in Phoenix-Calcite Integration,rajeshbabu,rajeshbabu,Major,Resolved,Fixed,02/Sep/16 13:38,27/Oct/16 18:54,
Sub-task,PHOENIX-3283,13005224,12991165,Track incompatibilities between Calcite/Phoenix and Phoenix,,jamestaylor,Major,Open,,15/Sep/16 17:19,27/Oct/16 18:43,
Sub-task,PHOENIX-3243,13002348,13002347,Support DROP FUNCTION in Phoenix-Calcite Integration,rajeshbabu,rajeshbabu,Major,Resolved,Fixed,02/Sep/16 13:36,27/Oct/16 08:00,
Bug,PHOENIX-3414,13015651,,Validate DEFAULT when used in ALTER statement,jamestaylor,jamestaylor,Major,Resolved,Fixed,27/Oct/16 01:34,27/Oct/16 04:21,
Improvement,PHOENIX-2541,12923220,,Support addBatch() and updateBatch() through QueryServer,elserj,warwithin,Major,Resolved,Duplicate,19/Dec/15 12:11,26/Oct/16 17:07,
Improvement,PHOENIX-2960,12974384,,Upgrade to Avatica 1.8.0,elserj,jamestaylor,Major,Closed,Fixed,31/May/16 23:20,26/Oct/16 16:18,
Bug,PHOENIX-3370,13011538,,VIEW derived from another VIEW with WHERE on a TABLE doesn't use parent VIEW indexes,jamestaylor,JipingZhou,Major,Resolved,Invalid,11/Oct/16 23:44,26/Oct/16 05:56,22/Oct/16 00:00
Bug,PHOENIX-3074,12989418,,Phoenix Bulkload fails when Table name contains '-' (hyphen),kalyanhadoop,DhGuna,Major,Open,,14/Jul/16 10:28,26/Oct/16 01:40,
Bug,PHOENIX-3399,13014869,,ChildViewsUseParentViewIndexIT.java needs Apache license header,elserj,yuzhihong@gmail.com,Major,Resolved,Fixed,24/Oct/16 20:48,24/Oct/16 23:04,
Bug,PHOENIX-3395,13014143,,ResultSet .next() throws commons-io exception,,VivekParanthaman,Major,Resolved,Invalid,21/Oct/16 07:33,23/Oct/16 20:24,
Bug,PHOENIX-3398,13014532,,ROW_TIMESTAMP set in CONSTRAINT field does not set isRowTimestamp in ColumnDef,,kliew,Major,Resolved,Invalid,23/Oct/16 02:59,23/Oct/16 04:55,
Bug,PHOENIX-3342,13009054,,ORDER BY and LIMIT+OFFSET doesnt work on second column from compound key,ankit@apache.org,0x62ash,Major,Resolved,Fixed,01/Oct/16 16:19,21/Oct/16 18:25,
