Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,ZEPPELIN-4580,13281447,,extension of knoxJwtRealm does not work with subclasses,jhammel,jhammel,Major,Closed,Fixed,24/Jan/20 17:56,24/Dec/20 03:20,
Improvement,ZEPPELIN-4700,13294817,,Cleanup Maven warnings & unify plugin management,alexott,alexott,Major,Closed,Fixed,29/Mar/20 11:53,24/Dec/20 03:20,
Sub-task,ZEPPELIN-3157,13130448,13130423,checkstyle for hbase,janh,zjffdu,Major,Closed,Fixed,12/Jan/18 08:04,24/Dec/20 03:20,
New Feature,ZEPPELIN-4652,13288031,,Support Aliyun Oss of NotebookRepo,zjffdu,zjffdu,Major,Closed,Fixed,27/Feb/20 12:23,24/Dec/20 03:20,
New Feature,ZEPPELIN-3569,13169069,,Improvement of FlinkInterpreter,zjffdu,zjffdu,Major,Closed,Fixed,29/Jun/18 05:48,24/Dec/20 03:20,
Improvement,ZEPPELIN-5040,13327320,,USE_HADOOP should be true by default,zjffdu,zjffdu,Major,Closed,Fixed,13/Sep/20 23:07,24/Dec/20 03:20,
Improvement,ZEPPELIN-4851,13308916,,Add property to flink interpreter to allow replace the yarn address,zjffdu,zjffdu,Major,Closed,Fixed,02/Jun/20 09:24,24/Dec/20 03:20,
Improvement,ZEPPELIN-4864,13309949,,Cleanup Travis-CI config,alexott,alexott,Major,Closed,Fixed,07/Jun/20 15:36,24/Dec/20 03:20,
Bug,ZEPPELIN-5067,13329159,,Add ZSession cleanup thread,zjffdu,zjffdu,Major,Closed,Fixed,24/Sep/20 08:41,24/Dec/20 03:20,
Improvement,ZEPPELIN-3776,13184273,,Add zeppelin-interpreter as provided dependency of zeppelin-interpreter-parent,zjffdu,zjffdu,Major,Closed,Fixed,11/Sep/18 09:10,24/Dec/20 03:20,
Improvement,ZEPPELIN-5031,13326622,,Introduce zeppelin-common module,zjffdu,zjffdu,Major,Closed,Fixed,09/Sep/20 07:51,24/Dec/20 03:20,
Bug,ZEPPELIN-4558,13279737,,Note list is not sorted by name in new web ui,vthinkxie,zjffdu,Major,Closed,Fixed,16/Jan/20 03:36,24/Dec/20 03:20,
Sub-task,ZEPPELIN-4328,13256381,13225195,Fixed buildEnvFromProperties() access limit causes the DockerInterpreterLauncher exception,liuxun323,liuxun323,Major,Closed,Fixed,12/Sep/19 15:30,24/Dec/20 03:20,
