Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,MAHOUT-142,12429295,Upgrade to Hadoop 0.20.0,gsingers,gsingers,Minor,Closed,Fixed,01/Jul/09 14:42,15/Jul/09 20:12,
Bug,MAHOUT-22,12392692,"Several matrix exceptions are checked exceptions, but should be unchecked",karl.wettin,tdunning@veoh.com,Minor,Closed,Fixed,31/Mar/08 00:19,21/Aug/08 15:40,
Improvement,MAHOUT-17,12391544,Maven support,karl.wettin,karl.wettin,Minor,Closed,Fixed,15/Mar/08 22:00,21/Aug/08 15:39,
Improvement,MAHOUT-44,12394213,Override zSum and dot for SparseVector,gsingers,jnioche,Minor,Closed,Fixed,17/Apr/08 16:06,21/Apr/08 12:33,
Bug,MAHOUT-2127,13335505,Fix broken DistanceMetrics.scala hyperlink,,lewismc,Trivial,Resolved,Fixed,14/Oct/20 22:28,15/Oct/20 01:26,
Improvement,MAHOUT-1937,13040168,Model should be able to import/export to PMML,,rawkintrevo,Trivial,Open,,03/Feb/17 16:54,08/Oct/20 14:46,
Bug,MAHOUT-2046,13164572,"Clean up ""Building Mahout Page""",andrew.musselman,rawkintrevo,Trivial,Open,,06/Jun/18 22:57,08/Oct/20 14:45,
Bug,MAHOUT-2052,13173084,Broken codeblock in a samsara tutorial html file.,,JieunKim,Trivial,Open,,19/Jul/18 02:17,25/Jun/20 20:01,
Bug,MAHOUT-1,12387493,Mahout site doesn't link to mailing list archives. ,gsingers,yourabi,Trivial,Closed,Fixed,30/Jan/08 18:10,31/Jan/20 15:40,
Task,MAHOUT-2070,13262516,move release branch for 14.1 release  from mahout-14.2  to mahout-14.1,Andrew_Palumbo,Andrew_Palumbo,Trivial,Resolved,Fixed,16/Oct/19 05:44,17/Oct/19 08:34,
Improvement,MAHOUT-2049,13169043,WEBSITE - Mailing list page issue,,rawkintrevo,Trivial,Open,,29/Jun/18 03:02,29/Jun/18 03:03,
Task,MAHOUT-1765,12854154,Mahout DSL for Flink: Add some documentation about Flink backend,smarthi,agrigorev,Trivial,Closed,Implemented,11/Aug/15 13:30,04/Jun/18 14:45,
Bug,MAHOUT-1989,13074756,Paul Komarek's Thesis URL is 403'ing,vanstee,clayb,Trivial,Resolved,Done,25/May/17 05:58,27/Jun/17 01:59,
