Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,SSHD-866,13198910,Client: keyboard-interactive protocol implementation aborts too early,lgoldstein,twolf,Minor,Resolved,Fixed,16/Nov/18 13:13,08/Jun/20 13:35,
Improvement,SSHD-708,13013814,Add support for password encrypted OpenSSH private key files,lgoldstein,lgoldstein,Minor,Resolved,Fixed,20/Oct/16 10:05,08/Jun/20 13:34,
New Feature,SSHD-850,13192036,Add capability to retry a failed private key decryption when client is decrypting private key file(s),lgoldstein,twolf,Minor,Resolved,Fixed,16/Oct/18 20:45,08/Jun/20 13:34,
New Feature,SSHD-757,13090192,Add support for PGP authorized keys usage,lgoldstein,lgoldstein,Minor,Resolved,Fixed,26/Jul/17 12:35,08/Jun/20 13:34,
Bug,SSHD-861,13197189,"Handling extra '@' present in username,password while creating SftpFileSystemProvider.createFileSystemURI",lgoldstein,jagoneye,Minor,Resolved,Fixed,08/Nov/18 17:33,08/Jun/20 13:34,
Improvement,SSHD-857,13194757,Add session disconnect event signalling to SessionListener,lgoldstein,lgoldstein,Minor,Resolved,Fixed,29/Oct/18 07:25,08/Jun/20 13:34,
Bug,SSHD-867,13198912,"HostConfigEntry.getProperty(String name, String defaultValue) may return null even if defaultValue != null",lgoldstein,twolf,Minor,Resolved,Fixed,16/Nov/18 13:17,08/Jun/20 13:34,
Improvement,SSHD-858,13194762,Allow users to handle incoming un-implemented session messages via ReservedSessionMessagesHandler,lgoldstein,lgoldstein,Minor,Resolved,Fixed,29/Oct/18 08:03,08/Jun/20 13:34,
Bug,SSHD-852,13192330,Verification fails for hashed known host entry on non standard port generated by OpenSSH client,lgoldstein,sverhoeven,Minor,Resolved,Fixed,17/Oct/18 18:04,08/Jun/20 13:34,
Improvement,SSHD-870,13199883,Add support for using PGP Key ring(s) for authorized entries and/or client identity,lgoldstein,lgoldstein,Minor,Resolved,Fixed,21/Nov/18 16:54,08/Jun/20 13:34,
Bug,SSHD-873,13201609,BuiltinCiphers.aes256cbc.getBlockSize() returns wrong value,lgoldstein,twolf,Minor,Resolved,Fixed,30/Nov/18 12:38,08/Jun/20 13:34,
Improvement,SSHD-948,13261982,Do not accept password authentication if the session is not encrypted,lgoldstein,lgoldstein,Minor,Resolved,Fixed,13/Oct/19 06:21,08/Jun/20 13:33,
Improvement,SSHD-926,13240569,"Add support for OpenSSH ""lsetstat@openssh.com"" SFTP protocol extension",lgoldstein,lgoldstein,Minor,Resolved,Fixed,20/Jun/19 04:21,08/Jun/20 13:33,
New Feature,SSHD-965,13284152,Add support for S3 bridge - SFTP and/or SCP,,lgoldstein,Minor,Open,,09/Feb/20 16:45,08/Jun/20 13:33,
New Feature,SSHD-955,13267207,"API to override ""password"" key-phrase in prompt for a session via ""keyboard-interactive"" authentication",lgoldstein,yuefengliu,Minor,Resolved,Fixed,08/Nov/19 22:52,08/Jun/20 13:33,
Improvement,SSHD-956,13270560,Change the authTimeout and idleTimeout from System clock based to Hardware clock based,lgoldstein,243826,Minor,Resolved,Fixed,25/Nov/19 23:51,08/Jun/20 13:33,
Improvement,SSHD-953,13265035,ProcessShellCommandFactory does not parse quoted arguments correctly,lgoldstein,nrosenstein,Minor,Resolved,Fixed,29/Oct/19 13:23,08/Jun/20 13:33,
Improvement,SSHD-1013,13309835,Provide a WindowsFileSystemFactory that exposes all drives as virtual sub-folders,,lgoldstein,Minor,Open,,06/Jun/20 06:28,06/Jun/20 06:30,
Task,SSHD-1010,13309392,"Removing meaningless usage of Byte.SIZE, Integer.SIZE and Long.SIZE",,gnodet,Minor,Open,,04/Jun/20 08:44,04/Jun/20 12:34,
Improvement,SSHD-108,12500027,Add upload monitoring to sftp,lgoldstein,richard.evans@datanomic.com,Minor,Resolved,Fixed,01/Mar/11 09:44,27/May/20 04:06,
New Feature,SSHD-750,13075385,Accept SSH clients advertising vesion 1.99,lgoldstein,nu11ptr,Minor,Resolved,Fixed,27/May/17 19:02,27/May/20 03:38,
New Feature,SSHD-986,13301752,Implement ECDSA public key recovery,lgoldstein,twolf,Minor,Resolved,Fixed,29/Apr/20 09:38,22/May/20 17:50,
Bug,SSHD-993,13305134,an additional connection is created when connect to a sshd server,,Jin1989,Minor,Closed,Done,15/May/20 07:51,15/May/20 09:56,
Improvement,SSHD-707,13013812,Add support for writing OpenSSH ed25519 private keys to file,,lgoldstein,Minor,Resolved,Fixed,20/Oct/16 09:59,07/May/20 15:49,
New Feature,SSHD-984,13301508,Utility method to export KeyPair in OpenSSH format,,davido2,Minor,Resolved,Fixed,28/Apr/20 10:04,07/May/20 15:49,
Improvement,SSHD-709,13014017,All passwords should be stored as char[] instead of String and wiped after use,,gnodet,Minor,Reopened,,20/Oct/16 18:51,03/May/20 16:29,
Bug,SSHD-982,13299902,Race condition when loading known hosts,,FliegenKLATSCH,Minor,Resolved,Fixed,21/Apr/20 07:50,23/Apr/20 14:40,
New Feature,SSHD-976,13296981,Add support for RSASSA-PSS keys,,lgoldstein,Minor,Open,,08/Apr/20 05:17,08/Apr/20 05:19,
Bug,SSHD-974,13294368,AuthorizedKeyEntry fails to parse ed25519 public keys,lgoldstein,Justasic,Minor,Resolved,Invalid,27/Mar/20 06:22,07/Apr/20 20:46,
New Feature,SSHD-973,13291148,Add implementation of 'sslh' bridge,lgoldstein,lgoldstein,Minor,Open,,11/Mar/20 18:06,11/Mar/20 18:06,
Improvement,SSHD-960,13274652,Consider implementing an FTP-SFTP bridge,,lgoldstein,Minor,Open,,15/Dec/19 18:52,09/Feb/20 16:45,
New Feature,SSHD-812,13148160,support asynchronous mode for sftp subsystem,gnodet,smoking,Minor,Resolved,Fixed,27/Mar/18 08:18,19/Dec/19 17:37,
Bug,SSHD-720,13023790,SSHD does not always detect remote closure in time.,,claude,Minor,Closed,Not A Problem,28/Nov/16 17:07,19/Dec/19 17:36,
Question,SSHD-742,13066276,Are there any ways to improve performance?,,maseev,Minor,Closed,Not A Problem,24/Apr/17 09:24,19/Dec/19 17:36,
Improvement,SSHD-959,13274650,Add support for obfuscated SSH handshake,,lgoldstein,Minor,Open,,15/Dec/19 18:46,15/Dec/19 18:46,
Question,SSHD-919,13234108,sshd suport ssh v1 or not,,tk0214,Minor,Resolved,Won't Fix,18/May/19 08:27,02/Oct/19 12:44,
Improvement,SSHD-929,13241171,Separate listener for deleting directory in SFTP,lgoldstein,yoda,Minor,Resolved,Fixed,24/Jun/19 05:21,30/Jun/19 04:57,
Bug,SSHD-893,13214951,SCP download with pattern does not work download with virtual filesystem,lgoldstein,yoda,Minor,Resolved,Fixed,11/Feb/19 09:39,21/May/19 16:05,
Improvement,SSHD-917,13233132,Add support for SSH2 public key file format,lgoldstein,lgoldstein,Minor,Resolved,Fixed,14/May/19 04:45,16/May/19 17:16,
Improvement,SSHD-915,13232190,Add support for RSA key exchange methods (RFC 4432),,lgoldstein,Minor,Open,,08/May/19 10:09,08/May/19 10:09,
Bug,SSHD-910,13226855,JavaDoc example of SshClient not working,lgoldstein,Udo1,Minor,Resolved,Fixed,09/Apr/19 06:10,10/Apr/19 18:18,
Bug,SSHD-338,12735389,Authentication with same krb5.keytab file works with OpenSSH and not with Apache MINA,,ch.droescher,Minor,Closed,Cannot Reproduce,20/Aug/14 11:56,27/Mar/19 13:49,
Bug,SSHD-474,12832192,Null pointer exception when connecting with latest Dropbear's dbclient,,acd,Minor,Closed,Cannot Reproduce,22/May/15 16:01,27/Mar/19 13:48,
Dependency upgrade,SSHD-479,12834062,Upgrade used Maven artifacts versions to more recent versions,,lgoldstein,Minor,Closed,Fixed,31/May/15 11:21,27/Mar/19 13:48,
New Feature,SSHD-745,13070357,KnownHostEntry cannot parse [host]:port or IPv6 with %link entries,,stephenc,Minor,Resolved,Fixed,09/May/17 09:16,27/Mar/19 13:47,
Improvement,SSHD-906,13221320,"Consider adding support for ""ssh-rsa-sha256@ssh.com"", ""ssh-dss-sha256@ssh.com"", etc. keys",lgoldstein,lgoldstein,Minor,Open,,13/Mar/19 07:16,13/Mar/19 07:16,
Bug,SSHD-894,13215150,Race condition when doing async auth,lgoldstein,yoda,Minor,Resolved,Fixed,12/Feb/19 04:05,07/Mar/19 17:40,
New Feature,SSHD-900,13217589,Support for MDC Logging,,marcozapletal,Minor,Closed,Won't Fix,23/Feb/19 10:45,04/Mar/19 18:03,
Improvement,SSHD-905,13218820,Add option to execute 'fsync' on files received via SCP,lgoldstein,lgoldstein,Minor,Resolved,Fixed,01/Mar/19 06:08,03/Mar/19 18:23,
Improvement,SSHD-782,13112622,"Consider implementing a ""reverse"" keep-alive mechanism in the server",lgoldstein,lgoldstein,Minor,Resolved,Fixed,27/Oct/17 15:07,28/Feb/19 07:02,
Bug,SSHD-899,13217358,Permissions of a file being reset when user sends attributes even during read,lgoldstein,yoda,Minor,Resolved,Fixed,22/Feb/19 04:47,24/Feb/19 17:37,
Bug,SSHD-890,13214772,SFTP susbsystem implementation does not clear response buffer when sending unsupported extension status message,lgoldstein,lgoldstein,Minor,Resolved,Fixed,09/Feb/19 07:37,10/Feb/19 05:57,
Improvement,SSHD-458,12828911,Make list of managed sessions consistent in a SessionListener,,clement_pellerin@ibi.com,Minor,Open,,11/May/15 18:41,17/Dec/18 12:50,
Documentation,SSHD-784,13117268,Missing release pages,,paulmillar,Minor,Resolved,Fixed,09/Nov/17 13:47,17/Dec/18 12:46,
Improvement,SSHD-418,12777076,Upgrade to mina 3,,gnodet,Minor,Closed,Won't Fix,24/Feb/15 07:43,28/May/18 11:03,
Improvement,SSHD-825,13162051,Add support for non-chrooted SFTP users with a virtual filesystem,gnodet,hqstevenson,Minor,Resolved,Fixed,25/May/18 11:20,28/May/18 10:58,
Improvement,SSHD-819,13152954,Add automatic detection of other {{CommandFactory}}-ies in SSH Server,lgoldstein,lgoldstein,Minor,Resolved,Won't Fix,17/Apr/18 10:13,15/May/18 07:50,
Improvement,SSHD-823,13157566,Retrieving a directy listing of a directory containing a large number of files is very slow.,,mark.ebbers,Minor,Resolved,Won't Fix,07/May/18 11:39,07/May/18 16:17,
Bug,SSHD-730,13046507,Relative symbolic links with .. is not resolved properly by sftp readLink,gnodet,luky,Minor,Resolved,Fixed,26/Feb/17 22:00,22/Feb/18 13:32,
Bug,SSHD-796,13134571,AuthorizedKeyEntry parses `loginOptions` in a wrong way,lgoldstein,ozooxo,Minor,Resolved,Fixed,29/Jan/18 21:36,31/Jan/18 14:03,
New Feature,SSHD-746,13070460,IPv6 addresses are not supported as client sessions connection target,lgoldstein,stephenc,Minor,Resolved,Fixed,09/May/17 15:34,22/Jan/18 06:55,
Improvement,SSHD-789,13127015,Provide Android compatible artifacts,,lgoldstein,Minor,Open,,24/Dec/17 10:17,22/Jan/18 06:52,
Improvement,SSHD-701,13007601,IllegalArgumentException processing SSH_MSG_CHANNEL_OPEN_CONFIRMATION with initial window size of -1,lgoldstein,rhart@fireapps.com,Minor,Resolved,Fixed,26/Sep/16 14:57,12/Jan/18 14:40,
New Feature,SSHD-787,13125207,Secure trasnfer file's directoy existence is alway checked (on real FS) no metter of any other settings,lgoldstein,jvanek,Minor,Resolved,Fixed,15/Dec/17 12:14,24/Dec/17 10:56,
Improvement,SSHD-773,13102806,Add support for ed25519 Putty key file,lgoldstein,lgoldstein,Minor,Resolved,Fixed,17/Sep/17 07:20,24/Dec/17 08:43,
Bug,SSHD-785,13119137,ChannelPipedInputStream attempts to read from client even for 0-byte reads.,lgoldstein,alankila,Minor,Resolved,Fixed,17/Nov/17 07:25,17/Nov/17 15:56,
Bug,SSHD-715,13021451,The IDLE_TIMEOUT configuration parameter is invalid,lgoldstein,lfn,Minor,Resolved,Not A Problem,17/Nov/16 12:29,21/Oct/17 11:00,
Improvement,SSHD-775,13105683,SftpSubSystem::sendStatus leaks Exception information,lgoldstein,mark.ebbers,Minor,Resolved,Fixed,28/Sep/17 08:14,09/Oct/17 07:37,
Improvement,SSHD-770,13100364,Add configurable automatic channel output stream throttling control,lgoldstein,lgoldstein,Minor,Open,,07/Sep/17 05:37,17/Sep/17 06:17,
New Feature,SSHD-767,13098174,Add support for verifying server keys via DNS and SSHFP records,lgoldstein,lgoldstein,Minor,Open,,29/Aug/17 06:19,14/Sep/17 12:07,
Improvement,SSHD-617,12922379,"Add support for OpenSSH ""eow@openssh.com"" channel request",,lgoldstein,Minor,Open,,16/Dec/15 13:30,28/Aug/17 09:55,
Improvement,SSHD-762,13093365,Keyboard Interactive Authentication only supports one-time interaction,lgoldstein,lfn,Minor,Resolved,Fixed,09/Aug/17 03:28,17/Aug/17 08:45,
New Feature,SSHD-756,13089286,Provide simple back-end SSH JGit server support,lgoldstein,lgoldstein,Minor,Resolved,Implemented,23/Jul/17 04:24,23/Jul/17 04:52,
New Feature,SSHD-700,13007448,SSHD does not suppot agent forwarding for XShell and XAgent,lgoldstein,lfn,Minor,Resolved,Fixed,25/Sep/16 14:39,16/Jul/17 23:50,
Question,SSHD-736,13060478,Filesystem collision in development environment,lgoldstein,davido2,Minor,Resolved,Workaround,30/Mar/17 20:07,09/Jul/17 15:47,
Improvement,SSHD-740,13063584,Add default methods on PropertyResolver to actually do the property resolution,gnodet,gnodet,Minor,Resolved,Fixed,12/Apr/17 18:38,29/Jun/17 09:34,
Bug,SSHD-731,13047685,Vulnerability in SimpleAccessControlSftpEventListener  implementation,lgoldstein,borisfr,Minor,Resolved,Fixed,02/Mar/17 14:12,29/Jun/17 09:34,
New Feature,SSHD-656,12943016,Support The PROXY protocol,lgoldstein,jonnyzzz,Minor,Resolved,Fixed,24/Feb/16 17:29,29/Jun/17 09:34,
Improvement,SSHD-739,13063284,A call to resolvePropertyValue can be very inefficient,gnodet,gnodet,Minor,Resolved,Fixed,11/Apr/17 18:49,29/Jun/17 09:34,
Wish,SSHD-733,13058532,SSHD server displays file symlinks instead of dir symlinks,lgoldstein,kozzakko,Minor,Resolved,Fixed,23/Mar/17 09:38,29/Jun/17 09:34,
Bug,SSHD-753,13082208,SSHD cannot read its keyfile through a symlink,lgoldstein,awood,Minor,Resolved,Fixed,23/Jun/17 19:09,25/Jun/17 06:43,
Bug,SSHD-752,13080994,HostConfigEntry can't parse tabbed SSH config files,lgoldstein,cmcginty,Minor,Resolved,Fixed,20/Jun/17 03:12,22/Jun/17 07:27,
New Feature,SSHD-741,13064409,Provide seamless replacement for Spring integation SFTP adapter,lgoldstein,lgoldstein,Minor,Resolved,Fixed,17/Apr/17 14:43,04/Jun/17 09:32,
Improvement,SSHD-751,13077123,Add support for SOCKS proxy for Spring integration SFTP adapter replacement,,lgoldstein,Minor,Open,,04/Jun/17 09:31,04/Jun/17 09:32,
Improvement,SSHD-747,13071798,Add support for non-standard port specification in known_hosts file,lgoldstein,lgoldstein,Minor,Resolved,Fixed,14/May/17 05:53,15/May/17 16:40,
Question,SSHD-744,13069047,An SSH client receives an echo as a response from the server,,maseev,Minor,Resolved,Invalid,04/May/17 07:18,04/May/17 16:59,
Bug,SSHD-580,12910905,getInvertedIn.close() does not close stdin of remote program,lgoldstein,volth,Minor,Resolved,Fixed,06/Nov/15 01:46,05/Feb/17 07:35,
Bug,SSHD-722,13026668,Failed to setting SO_KEEPALIVE option for sshd server socket,lgoldstein,lfn,Minor,Resolved,Fixed,08/Dec/16 12:52,10/Dec/16 09:39,
Improvement,SSHD-718,13023364,Add support for reading Putty key files,lgoldstein,lgoldstein,Minor,Resolved,Fixed,25/Nov/16 11:11,09/Dec/16 17:17,
Improvement,SSHD-670,12981943,Provide automatic compression of uploaded/downloaded files via SCP,lgoldstein,lgoldstein,Minor,Resolved,Won't Fix,22/Jun/16 16:07,09/Dec/16 13:48,
New Feature,SSHD-693,12999289,Provide a way to retrieve an input stream when downloading via SCP,lgoldstein,lgoldstein,Minor,Resolved,Won't Fix,23/Aug/16 17:00,09/Dec/16 13:48,
Bug,SSHD-714,13021445,The SSH client does not support password starts or ends with space.,lgoldstein,lfn,Minor,Resolved,Fixed,17/Nov/16 12:19,18/Nov/16 05:31,
Bug,SSHD-711,13019047,Apache hangs sending file,,rhart@fireapps.com,Minor,Resolved,Not A Problem,08/Nov/16 00:24,14/Nov/16 19:19,
Improvement,SSHD-699,13005434,Server receiving 0-length SSH_MSG_IGNORE causes Buffer Underflow exception,lgoldstein,johan.ostling,Minor,Resolved,Fixed,16/Sep/16 13:19,16/Sep/16 15:27,
Improvement,SSHD-696,13003865,Allow loading the server's welcome banner from a URL,lgoldstein,lgoldstein,Minor,Resolved,Fixed,09/Sep/16 14:15,15/Sep/16 16:46,
New Feature,SSHD-685,12993743,Provide support for VisualHostKey (a.k.a. randomArt),lgoldstein,lgoldstein,Minor,Resolved,Fixed,30/Jul/16 14:32,03/Aug/16 15:26,
Improvement,SSHD-665,12965913,allow disable some features in SftpSubsystem (sshd-core),lgoldstein,technobcn,Minor,Resolved,Won't Fix,08/May/16 17:54,14/Jul/16 04:27,
Bug,SSHD-663,12960866,Wrong if criteria in org.apache.sshd.common.file.util.ImmutableList.subList(),lgoldstein,sirati97,Minor,Resolved,Fixed,21/Apr/16 18:30,22/Apr/16 09:24,
Improvement,SSHD-254,12666327,Public key authentication triggers 'Authenticated with partial success.' message on client,gnodet,mheemskerk,Minor,Resolved,Fixed,30/Aug/13 14:15,01/Apr/16 09:24,
Bug,SSHD-661,12950521,The sample code in teh JavaDoc section of org/apache/sshd/SshClient.java generates compilation errors.,,frederic.sutter,Minor,Resolved,Not A Problem,15/Mar/16 14:13,16/Mar/16 09:16,
Improvement,SSHD-659,12945490,Provide access to any lines sent by the server prior to the identification one,lgoldstein,lgoldstein,Minor,Resolved,Fixed,29/Feb/16 14:52,29/Feb/16 16:34,
Improvement,SSHD-658,12944882,The server should support by default all compressions,lgoldstein,lgoldstein,Minor,Resolved,Fixed,26/Feb/16 12:38,26/Feb/16 15:00,
Improvement,SSHD-654,12940871,Expose mechanism to read/write SSH debug messages via session object,lgoldstein,lgoldstein,Minor,Resolved,Fixed,21/Feb/16 11:41,21/Feb/16 13:12,
Improvement,SSHD-653,12940857,Use known_hosts behavior for standalone SshClient usage,lgoldstein,lgoldstein,Minor,Resolved,Fixed,21/Feb/16 07:44,21/Feb/16 08:54,
Improvement,SSHD-652,12940797,"Allow pre-registering CloseFuture listeners without having to call ""close"" method",lgoldstein,lgoldstein,Minor,Resolved,Fixed,20/Feb/16 16:49,20/Feb/16 18:19,
New Feature,SSHD-392,12762303,Add transfer limit for server,,Stefan Mueller,Minor,Resolved,Won't Fix,17/Dec/14 15:13,18/Feb/16 14:46,
Improvement,SSHD-649,12940122,Provide pluggable file data stream opener for SCP command,lgoldstein,lgoldstein,Minor,Resolved,Fixed,18/Feb/16 10:25,18/Feb/16 14:36,
Improvement,SSHD-648,12940087,Allow attaching attributes to FactoryManager(s) and Channel(s) as well as Session(s),lgoldstein,lgoldstein,Minor,Resolved,Fixed,18/Feb/16 07:45,18/Feb/16 14:34,
Improvement,SSHD-645,12939545,Add channelStateChanged call to ChannelListener,lgoldstein,lgoldstein,Minor,Resolved,Fixed,16/Feb/16 16:39,17/Feb/16 10:24,
Improvement,SSHD-637,12935062,Log all sent/received SSH messages,,jonnyzzz,Minor,Resolved,Fixed,29/Jan/16 09:59,03/Feb/16 05:31,
Improvement,SSHD-638,12935592,Use smart buffer HEX data dump logging to accommodate large buffers,lgoldstein,lgoldstein,Minor,Resolved,Fixed,01/Feb/16 11:00,03/Feb/16 05:31,
Improvement,SSHD-636,12935058,Allow to override socket.write method in Nio2Session,lgoldstein,jonnyzzz,Minor,Resolved,Fixed,29/Jan/16 09:33,31/Jan/16 13:51,
Improvement,SSHD-632,12934255,"Provide more flexibility in overriding Nio2 related classes - e.g., acceptor, connector, session",lgoldstein,jonnyzzz,Minor,Resolved,Fixed,26/Jan/16 22:05,31/Jan/16 10:46,
Bug,SSHD-630,12933861,Typo in log messages,,jonnyzzz,Minor,Resolved,Fixed,25/Jan/16 16:32,28/Jan/16 06:56,
Improvement,SSHD-627,12933675,Report caught exceptions that cause the session to close,lgoldstein,lgoldstein,Minor,Resolved,Fixed,24/Jan/16 13:14,27/Jan/16 12:29,
Bug,SSHD-625,12933346,Use catch(Throwable) where possible to avoid stopping performing queries and to log errors,lgoldstein,jonnyzzz,Minor,Resolved,Fixed,22/Jan/16 14:04,27/Jan/16 12:26,
Bug,SSHD-624,12932686,Client side public key authentication should validate SSH_MSG_USERAUTH_PK_OK message data,lgoldstein,lgoldstein,Minor,Resolved,Fixed,20/Jan/16 11:47,21/Jan/16 11:59,
Improvement,SSHD-623,12928990,Add 'end-of-list' indicator for SFTP SSH_FXP_NAME and SSH_FXP_READDIR responses,lgoldstein,lgoldstein,Minor,Resolved,Fixed,10/Jan/16 09:24,11/Jan/16 06:29,
Bug,SSHD-614,12921900,SCP upload fails with dropbear server (aka server with paket size limitation),,Firewave,Minor,Resolved,Not A Problem,15/Dec/15 08:40,07/Jan/16 10:36,
