Issue Type,Custom field (Patch Info),Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,,OPENJPA-169,12364771,,"Queries against dirty extents and flushing: should provide an option to set savepoint, flush, query, rollback to savepoint",,pcl,,Open,,13/Mar/07 02:11,07/May/15 13:23,
New Feature,,OPENJPA-127,12362221,,Auto-cluster-detecting cache implementation,,pcl,,Closed,Won't Fix,07/Feb/07 17:26,30/Mar/11 18:53,
New Feature,,OPENJPA-130,12362233,,Streaming LOB support,plunchete,pcl,,Closed,Fixed,07/Feb/07 19:26,14/Jun/10 20:35,
Improvement,,OPENJPA-161,12363438,,Overuse of synchronization in AbstractBrokerFactory,,pcl,,Closed,Fixed,22/Feb/07 21:57,09/Mar/10 18:32,
Sub-task,,OPENJPA-159,12363286,12351985,Make ManagedRuntime amenable to more transaction execution strategies,mikedd,pcl,,Closed,Fixed,21/Feb/07 07:10,09/Mar/10 18:32,
Improvement,,OPENJPA-158,12363284,,OpenJPA logs overly-verbose at INFO level,,pcl,,Closed,Fixed,21/Feb/07 04:52,28/Jul/08 21:26,
Improvement,,OPENJPA-183,12365855,,OpenJPAEntityManager large transaction APIs should take class arguments to narrow behavior,,pcl,,Open,,27/Mar/07 02:54,27/Mar/07 02:54,
Improvement,,OPENJPA-170,12364772,,Constrain types to be flushed,,pcl,,Open,,13/Mar/07 02:11,13/Mar/07 02:11,
Bug,,OPENJPA-2902,13471344,,H2 database v.2.1.210 create table failed cause [Dictionary - autoAssignClause],,fuubo,Blocker,Resolved,Abandoned,13/Jul/22 07:55,15/Sep/22 04:26,
Bug,,OPENJPA-2897,13426107,,persistence_2_1.xsd not available,,richm123,Blocker,Resolved,Information Provided,02/Feb/22 00:56,04/Feb/22 06:15,
New Feature,,OPENJPA-2554,12764111,,JPA 2.1 - Schema Generation,,radcortez,Blocker,Open,,30/Dec/14 01:42,05/Jan/22 22:49,
Bug,,OPENJPA-2761,13203088,,problem inserting more than 4000 charcters in oracle XMLTYPE column,struberg,nezih,Blocker,Resolved,Fixed,07/Dec/18 16:46,02/Aug/21 12:11,
Bug,,OPENJPA-2692,13059231,,Generated query does not have enough parentheses,,pasamy,Blocker,Open,,26/Mar/17 18:06,23/May/21 19:59,
Bug,,OPENJPA-2832,13329774,,DROP COLUMN does not use delimiters and always add double quotes,,eolivelli,Blocker,Closed,Fixed,28/Sep/20 15:50,14/May/21 08:16,
Bug,,OPENJPA-2648,12986113,,hsqldb @Id long create table as interger instead of bigint,struberg,qjafcunuas,Blocker,Closed,Fixed,01/Jul/16 09:19,14/May/21 08:16,
Bug,,OPENJPA-2796,13263344,,Entity using Generated Value for primary key and a Version field fails to merge,,sreenath1506,Blocker,Open,,19/Oct/19 17:46,19/Oct/19 17:55,
Bug,,OPENJPA-2548,12758123,,Download links for current releases are broken,curtisr7,sebb,Blocker,Closed,Fixed,27/Nov/14 03:34,06/Jun/18 17:10,
Question,,OPENJPA-2695,13063883,,Download OpenJPA 2.4.1,struberg,kvncai,Blocker,Closed,Fixed,13/Apr/17 18:45,06/Jun/18 17:10,
Improvement,,OPENJPA-758,12407602,,OpenJPA doesn't find ValueHandlers with an applicable class loader,jpaheath,jandockx,Blocker,Resolved,Fixed,31/Oct/08 15:07,21/Sep/16 14:38,
Bug,,OPENJPA-2656,12998163,,"When an embedded table is used and there is huge entries for entity, openjpa fails to load data as it uses IN clause while joining tables",,namrata,Blocker,Open,,18/Aug/16 10:53,18/Aug/16 11:00,
Bug,,OPENJPA-2649,12988677,,Enhancement failed for Inheritance (InheritanceType.TABLE_PER_CLASS),,matthieu.chastel,Blocker,Open,,12/Jul/16 10:16,12/Jul/16 10:16,
Bug,,OPENJPA-2620,12921705,,OpenJPA 2.4.0 with Weblogic 12.2.1 couldn't handle NVARCHAR data types,,purnak,Blocker,Open,,14/Dec/15 16:31,14/Dec/15 16:33,
Bug,,OPENJPA-2341,12634436,,OpenJPA ignores custom field strategies globally defined in persistence.xml,struberg,mrueegg,Blocker,Resolved,Fixed,27/Feb/13 16:24,14/Oct/15 19:10,
Bug,Patch Available,OPENJPA-2328,12630095,,NPE caused by one too many calls on the iterator inside the library.,curtisr7,gchauvet,Blocker,Closed,Fixed,31/Jan/13 08:44,06/Jun/15 21:19,
Bug,,OPENJPA-2335,12633067,,Constrained foreign key column value setting needs to be flexible ,ppoddar@apache.org,ppoddar@apache.org,Blocker,Closed,Fixed,19/Feb/13 20:27,06/Jun/15 21:19,
Bug,,OPENJPA-2253,12604028,,Memory leak in Audit feature,ppoddar@apache.org,yaytay,Blocker,Closed,Fixed,20/Aug/12 10:08,06/Jun/15 21:19,
Question,,OPENJPA-2577,12821099,,"In what case [code=17041, state=99999] SQLException returns during lazy fetching?",,rashmi02,Blocker,Open,,15/Apr/15 09:09,15/Apr/15 09:09,
Question,,OPENJPA-2545,12755797,,Joining Entites results in multiple occurences of tables in FROM clause,,ollip89,Blocker,Open,,17/Nov/14 13:34,17/Nov/14 13:34,
Bug,,OPENJPA-2510,12717862,,NullPointerException in OpenJPAConfigurationImpl#getDataCacheMode,,andyg,Blocker,Closed,Fixed,02/Jun/14 07:59,02/Jun/14 08:09,
Bug,,OPENJPA-2469,12688890,,OpenJPA MappingTool gives encountered ENGINE,,j.breindel2,Blocker,Open,,14/Jan/14 23:45,18/Feb/14 16:44,
Bug,,OPENJPA-2422,12664394,,ClassMapping and it's strategy will never get initialized due to some synchronizatin/wrong initializaion order problems,,nannou9,Blocker,Open,,19/Aug/13 16:30,14/Jan/14 20:48,
Bug,,OPENJPA-2148,12544781,,Issue with MaxColumnNameLength in the OracleDictionary class,,asbasb,Blocker,Resolved,Cannot Reproduce,01/Mar/12 13:26,17/Dec/13 03:42,
Bug,,OPENJPA-2431,12670657,,Native-Query with multiple joins to same table returning wrong result,,axel_becker,Blocker,Open,,26/Sep/13 08:28,28/Oct/13 13:20,
Bug,,OPENJPA-1964,12502092,,Cascade on persist does not correctly cascade all objects in the graph,,tnine,Blocker,Open,,22/Mar/11 19:33,24/Jun/13 13:59,
Bug,,OPENJPA-2337,12633266,,ClassFileTransformer modifies bytecode,,romain.manni-bucau,Blocker,Resolved,Cannot Reproduce,20/Feb/13 19:56,20/Feb/13 23:01,
Bug,,OPENJPA-2310,12623683,,find() method could not retrieve values from ,curtisr7,toksis,Blocker,Closed,Not A Problem,13/Dec/12 07:47,13/Dec/12 20:48,
Bug,,OPENJPA-2227,12598075,,OpenJPA doesn't find custom SequenceGenerators,fyrewyld,jensleisenberg,Blocker,Closed,Fixed,09/Jul/12 19:24,24/Aug/12 00:21,
Bug,,OPENJPA-852,12411975,,createNativeQuery  Method with string as argument returning identical rows .,,bapanapalli,Blocker,Closed,Not A Problem,08/Jan/09 21:26,12/May/12 12:56,
Bug,,OPENJPA-2074,12531210,,"Calling em.persist(...) on simple entity without relations, with null primary key, @GeneratedValue results in InvalidStateException, complaining about non-default primary key.",,tuzcsaba,Blocker,Closed,Duplicate,12/Nov/11 03:39,15/Nov/11 22:19,
Bug,,OPENJPA-1985,12505188,,ClassCastException in max(Timestamp) function on PostgreSQL,mikedd,s.mironov,Blocker,Closed,Fixed,26/Apr/11 12:42,13/Jul/11 16:11,
Bug,,OPENJPA-1982,12504507,,StateManager.fetchObjectId() does not correctly cascade when using a non JDBC store,,tnine,Blocker,Open,,18/Apr/11 00:34,19/Apr/11 21:12,
Bug,,OPENJPA-1899,12491561,,Evict from L2 of a object causes secondary objects to never be loaded in graph,curtisr7,rkrier,Blocker,Closed,Fixed,29/Nov/10 17:12,31/Mar/11 21:09,
Bug,,OPENJPA-551,12392910,,"Exception in thread ""Timer-0"" java.lang.StackOverflowError after persist many times",,kobe,Blocker,Closed,Cannot Reproduce,02/Apr/08 08:59,17/Feb/11 04:01,
Bug,Patch Available,OPENJPA-740,12405967,,"In MySQL use LONGBLOB, MEDIUMBLOB etc.. when needed, cause BLOB only holds 64kb of data.",drwoods,s.gianni,Blocker,Closed,Fixed,07/Oct/08 22:15,03/Nov/10 16:02,
Bug,Patch Available,OPENJPA-1243,12432986,,migrate Informix functionality from 1.2 to 1.0.x,mikedd,bjreed,Blocker,Closed,Fixed,13/Aug/09 13:05,22/Apr/10 20:32,
Bug,,OPENJPA-623,12397519,,"OpenJPA 1.1.0 doesn't allow collection-type fields to have @Column defined on them, while OpenJPA 1.0.0 does. ",,maojianfeng,Blocker,Closed,Won't Fix,04/Jun/08 21:36,09/Mar/10 18:35,
Bug,,OPENJPA-496,12386550,,columns fill wrong entity fields when names same in joined tables,,adam.hardy@cyberspaceroad.com,Blocker,Closed,Invalid,17/Jan/08 23:09,09/Mar/10 18:35,
Bug,,OPENJPA-31,12348515,,Named query with @NamedNativeQuery  annotation does not work,,anouri,Blocker,Closed,Fixed,23/Aug/06 22:41,09/Mar/10 18:35,
Bug,,OPENJPA-8,12347448,,java.util.MissingResourceException: system is missing product derivations,,neilhorn,Blocker,Closed,Invalid,07/Aug/06 17:09,09/Mar/10 18:35,
Bug,,OPENJPA-427,12381620,,"PostgresDictionary should set ""63"" as ""maxAutoAssignNameLength"".",,isana,Blocker,Closed,Fixed,01/Nov/07 13:58,09/Mar/10 18:32,
Bug,,OPENJPA-403,12380475,,LoadFetchGroup patch (OPENJPA-370) introduces NPE,pcl,pcl,Blocker,Closed,Fixed,15/Oct/07 19:48,09/Mar/10 18:32,
Bug,,OPENJPA-372,12378307,,PCEnhancer throws away its classloader,,jdf@us.ibm.com,Blocker,Closed,Duplicate,14/Sep/07 17:54,09/Mar/10 18:32,
Bug,,OPENJPA-325,12376553,,"Uncommitted, flushed data can leak into data cache",,pcl,Blocker,Closed,Fixed,22/Aug/07 00:03,09/Mar/10 18:32,
Bug,,OPENJPA-258,12371491,,"MetaDataInheritanceComparator is not transitive; C > B > A > C leads to out-of-memory crash in PCEnhancer",,jdf@us.ibm.com,Blocker,Closed,Fixed,12/Jun/07 18:21,09/Mar/10 18:32,
Bug,,OPENJPA-211,12366818,,CLONE -java.lang.VerifyError on websphere 6.1 with Spring 2.0.3 and OpenJpa 0.96/0.97,,dzhang2007,Blocker,Closed,Cannot Reproduce,09/Apr/07 16:12,09/Mar/10 18:32,
Improvement,,OPENJPA-149,12362837,,non-jta-data-source must be specified in WebSphere environments,mikedd,pcl,Blocker,Closed,Fixed,14/Feb/07 21:51,09/Mar/10 18:32,
New Feature,,OPENJPA-126,12362220,,EntityManagers cannot be serialized,,pcl,Blocker,Closed,Fixed,07/Feb/07 17:24,09/Mar/10 18:32,
Bug,,OPENJPA-1355,12438580,,Recent snaphot versions of openjpa have problem with postgresPreparedStatementImpl constructor making Postgres impossible to use,ppoddar@apache.org,yazuna,Blocker,Closed,Fixed,20/Oct/09 15:13,09/Mar/10 18:31,
Bug,,OPENJPA-886,12413662,,Certain query failing after svn:739123,,fern,Blocker,Closed,Fixed,30/Jan/09 22:18,09/Mar/10 18:31,
Bug,,OPENJPA-872,12413221,,Compound custom id in bidirectional many-to-one,techhusky,dblevins,Blocker,Closed,Fixed,26/Jan/09 07:12,09/Mar/10 18:31,
Bug,Patch Available,OPENJPA-466,12384540,,Primary key constraint violated using (Oracle) sequence to generate ID in multithreaded app,milosz,frankca,Blocker,Closed,Fixed,13/Dec/07 02:40,09/Mar/10 18:31,
Bug,,OPENJPA-167,12364640,,Bad error message for named queries and no listed entities,,pcl,Blocker,Open,,10/Mar/07 11:15,04/Jul/09 03:47,
Bug,,OPENJPA-566,12393501,,OpenJPA not supporting count(*) syntax,ppoddar@apache.org,pathos,Blocker,Closed,Fixed,09/Apr/08 08:54,07/Apr/09 08:49,
Bug,,OPENJPA-954,12416144,,openjpa-slice build fails due to tests relying on openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/test/AllowFailure.java,ppoddar@apache.org,drwoods,Blocker,Closed,Duplicate,04/Mar/09 20:14,06/Mar/09 13:56,
Bug,,OPENJPA-536,12390908,,getMetaData() causes OutOfMemoryError under some cases,,amy,Blocker,Closed,Fixed,13/Mar/08 03:14,29/Jan/09 21:14,
Bug,,OPENJPA-848,12411563,,Pool configuration error,techhusky,hantone,Blocker,Closed,Invalid,02/Jan/09 03:49,05/Jan/09 20:55,
Bug,,OPENJPA-424,12381369,,Since 29.10.2007 maven tests fails with OutOfMem,,afilipchik,Blocker,Closed,Fixed,29/Oct/07 12:24,01/Aug/08 23:36,
Bug,,OPENJPA-414,12381049,,Null id's in entyties while using Joined inheritance strategy,,afilipchik,Blocker,Open,,24/Oct/07 12:31,24/Oct/07 12:31,
Bug,,OPENJPA-2891,13414503,,@Generated annotation cannot be disabled for static metamodel,,bmarwell,Critical,Closed,Fixed,30/Nov/21 09:29,16/Mar/22 07:46,
Bug,,OPENJPA-2837,13338350,,HerdDBDictionary does not work with 'native' SchemaFactory (LazySchemaFactory) - set useSchemaName=false by default,,eolivelli,Critical,Open,,02/Nov/20 07:10,16/Mar/22 07:41,
Bug,,OPENJPA-2788,13228776,,Anonymous parameters are not being picked when adding via CriteriaBuilder,struberg,michaelwiles,Critical,Closed,Fixed,18/Apr/19 07:46,15/Mar/22 19:58,
Bug,,OPENJPA-2789,13240239,,JDBC connection not closed when running named query in explicitly opened connection,struberg,wrupprath,Critical,Closed,Fixed,18/Jun/19 16:33,14/May/21 08:16,
Bug,,OPENJPA-2845,13346534,,JPA intermittently giving null resultset even DB has value,,Mundra,Critical,Open,,17/Dec/20 09:12,28/Mar/21 17:57,
Bug,,OPENJPA-2818,13316910,,DBDictionary > delimitIdentifiers = true does not work,,eolivelli,Critical,Open,,15/Jul/20 12:20,23/Jul/20 19:12,
Bug,,OPENJPA-2781,13223173,,OpenJPA need internet connection to read the persistence.xml,solomax,rfmacedo.marlo,Critical,Resolved,Fixed,21/Mar/19 19:36,26/Jun/19 08:10,
Bug,,OPENJPA-2776,13217292,,org.apache.openjpa.persistence.ArgumentException,,cwhankey,Critical,Open,,21/Feb/19 20:08,21/Feb/19 20:09,
Bug,,OPENJPA-2307,12623452,,Download page must not advertise snapshot builds,kwsutter,sebb,Critical,Closed,Fixed,11/Dec/12 20:35,06/Jun/18 17:10,
Bug,,OPENJPA-2718,13105664,,ClassCastException during flush,,dbulak,Critical,Open,,28/Sep/17 06:03,28/Sep/17 06:11,
Bug,,OPENJPA-2703,13084690,,NPE during eager-fetching of simple m:n (ManyToMany) relation,,anuradhag30,Critical,Open,,05/Jul/17 07:09,06/Jul/17 09:28,
Bug,,OPENJPA-2693,13061673,,slices hangs by another slice db execute,,haroldjiang,Critical,Open,,05/Apr/17 09:27,05/Apr/17 09:51,
Bug,,OPENJPA-2534,12746427,,A boolean is not converted correct when using the hint 'UseLiteralInSQL'.,struberg,jpaheath,Critical,Closed,Fixed,07/Oct/14 15:50,21/Sep/16 20:17,
Bug,,OPENJPA-2651,12995760,,IDs of entities are incorrectly assigned when @SqlResultSetMapping is used with inheritance and a ManyToOne relationship.,jpaheath,jpaheath,Critical,Closed,Fixed,08/Aug/16 21:13,21/Sep/16 20:17,
Bug,Patch Available,OPENJPA-2557,12766612,,FinderCache contains incorrectly cached query with a NULL for a Primary Key.,,jpaheath,Critical,Closed,Fixed,10/Jan/15 02:02,21/Sep/16 20:17,
Bug,,OPENJPA-2149,12545137,,Criteria.function adds wrong casts to parameters making it unsuable,allee8285,aviramsegal,Critical,Closed,Fixed,05/Mar/12 07:50,21/Sep/16 14:38,
Bug,,OPENJPA-2586,12830023,,Incorrect relationship data returned when QueryCache and FetchPlans are used.,jpaheath,jpaheath,Critical,Closed,Fixed,15/May/15 00:04,21/Sep/16 14:37,
Bug,,OPENJPA-2609,12902522,,Sporadic ClassCastException occurs under heavy load when QuerySQLCache is enabled.,jpaheath,jpaheath,Critical,Closed,Fixed,05/Oct/15 21:56,19/Jul/16 20:05,
Bug,,OPENJPA-2470,12688907,,DataCacheManagerImpl infinite loop for checking if classes are cachable,curtisr7,sebyonthenet,Critical,Closed,Fixed,15/Jan/14 01:10,12/Oct/15 22:10,
Bug,,OPENJPA-2539,12750258,,JPQL interpret wrongly for inner join table (without mapped relation),jpaheath,zechs,Critical,Closed,Fixed,24/Oct/14 02:39,26/Aug/15 21:50,
Bug,,OPENJPA-1819,12475495,,ORDER BY will append additional column to the SELECT clause which may potentialy cause ORA-00979 error,,azuo_lee,Critical,Closed,Fixed,30/Sep/10 09:57,06/Jun/15 21:19,
Bug,,OPENJPA-2180,12553120,,OpenJPA build broken in java7 / jdk-1.7,struberg,struberg,Critical,Closed,Fixed,27/Apr/12 11:35,06/Jun/15 21:19,
Bug,,OPENJPA-2330,12631234,,Stackoverflow due to endless recursive calls,curtisr7,gchauvet,Critical,Closed,Fixed,07/Feb/13 11:03,06/Jun/15 21:19,
Bug,Patch Available,OPENJPA-2357,12638547,,@..ToMany(optional=false) throws InvalidStateException: [...] the metadata for this field specifies that nulls are illegal.,curtisr7,gchauvet,Critical,Closed,Fixed,22/Mar/13 17:31,06/Jun/15 21:19,
Bug,,OPENJPA-2287,12613873,,OpenJPA makes fields null,struberg,mlaskows,Critical,Closed,Fixed,29/Oct/12 11:03,06/Jun/15 14:25,
Bug,,OPENJPA-2571,12777706,,Criteria Builder query generates extra alias when using multiselect.,jpaheath,jpaheath,Critical,Closed,Fixed,25/Feb/15 23:42,04/May/15 20:39,
Bug,,OPENJPA-2139,12543669,,OpenJPA fails to recover from a broken database on startup,struberg,struberg,Critical,Open,,22/Feb/12 12:32,05/Apr/15 16:16,
Bug,,OPENJPA-1933,12497231,,@ElementCollection loose proxytype after serialisation,,struberg,Critical,Open,,31/Jan/11 17:37,05/Apr/15 16:16,
Improvement,,OPENJPA-1011,12421683,,Instantiate meta-model classes for JPA 2.0 from XML descriptors,ppoddar@apache.org,ppoddar@apache.org,Critical,Open,,31/Mar/09 16:26,05/Apr/15 16:16,
Bug,,OPENJPA-2572,12780157,,Parentheses before an IN operator causes a parser exception.,,jpaheath,Critical,Closed,Not A Problem,06/Mar/15 19:50,20/Mar/15 17:44,
Bug,,OPENJPA-2533,12746303,,Table name defined in XML mapping file is not used when executing a named query.,curtisr7,jpaheath,Critical,Closed,Fixed,07/Oct/14 00:28,28/Jan/15 19:40,
Bug,,OPENJPA-2547,12757745,,"When two threads attempt to get a Pessimistic Lock, one thread gets a 'false' lock.",,jpaheath,Critical,Closed,Fixed,25/Nov/14 16:58,14/Jan/15 22:49,
Bug,,OPENJPA-2538,12750039,,Classloader memory leak in PCRegistry,curtisr7,ggrzybek,Critical,Closed,Invalid,23/Oct/14 12:41,31/Oct/14 12:32,
Bug,,OPENJPA-2540,12750329,,merge without DetachedStateField deletes lazy fields in embedded entities,,slowstrider,Critical,Open,,24/Oct/14 11:06,27/Oct/14 15:30,
Bug,,OPENJPA-2531,12744270,,Select statement fails to assing correct ID ,,argenstijn,Critical,Open,,26/Sep/14 12:34,26/Sep/14 12:34,
Bug,,OPENJPA-2520,12730203,,Auditor Implementation as part of OPENJPA 2.2,,sjangle,Critical,Open,,28/Jul/14 14:01,17/Sep/14 12:30,
Bug,,OPENJPA-2483,12700942,,Detached Entities and Lazy Loading behavior breaks portability,,icarus,Critical,Closed,Not A Problem,12/Mar/14 12:13,23/May/14 17:52,
Bug,,OPENJPA-2504,12714755,,quert time out not working,,santoshkumar,Critical,Closed,Invalid,16/May/14 11:50,17/May/14 11:54,
Bug,,OPENJPA-1767,12471579,,OneToMany relationships owned by the many side aren't properly evicted from the DataCache,,curtisr7,Critical,Open,,13/Aug/10 19:24,07/Mar/14 11:44,
Bug,Patch Available,OPENJPA-2423,12665556,,Isolation level is not working properly on DB2 for JPQL queries with nested sub-queries.,jpaheath,jpaheath,Critical,Closed,Fixed,26/Aug/13 17:56,04/Feb/14 22:24,
Bug,,OPENJPA-2471,12688916,,OpenJPA does not work with Glassfish 4.0,,j.breindel2,Critical,Open,,15/Jan/14 01:59,16/Jan/14 16:01,
Bug,,OPENJPA-2448,12676346,,java.lang.Integer cannot be cast to java.lang.Long,,hmmahboobi@gmail.com,Critical,Open,,29/Oct/13 15:16,30/Oct/13 13:33,
Bug,,OPENJPA-2445,12676283,,argument type mismatch error randomly occured,,hmmahboobi@gmail.com,Critical,Open,,29/Oct/13 07:37,29/Oct/13 14:53,
Bug,,OPENJPA-2446,12676284,,argument type mismatch error randomly occured,,hmmahboobi@gmail.com,Critical,Closed,Duplicate,29/Oct/13 07:38,29/Oct/13 08:24,
Bug,,OPENJPA-2447,12676286,,argument type mismatch error randomly occured,,hmmahboobi@gmail.com,Critical,Closed,Duplicate,29/Oct/13 07:51,29/Oct/13 08:24,
Bug,,OPENJPA-2296,12615441,,N+1 select problems when eager fetching OneToOne and ManyToOne fields,,slowstrider,Critical,Open,,09/Nov/12 09:22,02/Sep/13 12:24,
Bug,,OPENJPA-2418,12662235,,Cannot build 2.2.x due to NullPointerException in maven-checkstyle-plugin,curtisr7,snortasprocket,Critical,Closed,Fixed,06/Aug/13 22:33,07/Aug/13 19:06,
Bug,,OPENJPA-2406,12656028,,getForUpdateClause in DB2Dictionary returns an optimize clause even if forUpdate parameter is false,,yvesdm,Critical,Open,,03/Jul/13 14:44,03/Jul/13 14:44,
Bug,,OPENJPA-1912,12494520,,enhancer generates invalid code if fetch-groups is activated,mikedd,struberg,Critical,Closed,Fixed,03/Jan/11 19:48,17/May/13 23:42,
Bug,,OPENJPA-1879,12479415,,OpenJPA Eclipse Tooling Builder generates incorrect bytecode,,curtisr7,Critical,Open,,08/Nov/10 21:15,02/May/13 02:29,
Bug,,OPENJPA-2240,12600145,,JVMVRFY012 when using openjpa together with hyperjaxb3,kwsutter,nannou9,Critical,Closed,Fixed,25/Jul/12 10:32,10/Apr/13 16:03,
Bug,Patch Available,OPENJPA-2298,12616445,,VerifyError/Stack underflow due to extra 'return' statements generated by PCEnhancer.,jpaheath,jpaheath,Critical,Closed,Fixed,16/Nov/12 17:18,10/Apr/13 14:49,
Bug,,OPENJPA-2364,12640333,,Slices: Bulk JPQL Deletes/Updates ignoring Target plugins and query hints.,ppoddar@apache.org,aroche,Critical,Open,,02/Apr/13 16:35,03/Apr/13 15:55,
Bug,,OPENJPA-2339,12633817,,OpenJPA Ant enhancer task generates .class files with missing stackmap frame,kwsutter,dominik.stadler@gmx.at,Critical,Resolved,Fixed,24/Feb/13 21:47,05/Mar/13 19:53,
Bug,,OPENJPA-1398,12441438,,Inheritance with Listgetter Bug,,stefanwo,Critical,Open,,23/Nov/09 10:34,16/Jan/13 07:23,
