Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Task,MESOS-1147,12703796,Result and Try should return const & for messages rather than copy,dhamon,dhamon,Major,Resolved,Fixed,26/Mar/14 18:52,24/May/17 17:03,
Bug,MESOS-3422,12863938,MasterSlaveReconciliationTest.ReconcileLostTask test is flaky,pbrett,vinodkone,Major,Resolved,Cannot Reproduce,14/Sep/15 17:10,24/May/17 17:03,
Bug,MESOS-1351,12713922,Fix issues from static analysis(Coverity) scan,,nnielsen,Major,Resolved,Won't Fix,13/May/14 15:29,24/May/17 17:03,
Improvement,MESOS-2053,12753826,Provide os::dup with support for O_CLOEXEC.,,bmahler,Major,Open,,07/Nov/14 21:50,24/May/17 17:03,
Bug,MESOS-6539,13017728,"Compile warning in GMock: ""binding dereferenced null pointer to reference""",neilc,neilc,Major,Resolved,Fixed,03/Nov/16 16:32,24/May/17 17:03,
Improvement,MESOS-994,12694879,Add an Option<string> os::getenv() to stout,greggomann,idownes,Major,Resolved,Fixed,12/Feb/14 23:32,24/May/17 17:03,
Task,MESOS-2816,12835484,Use const char[] consistently for const strings.,,jieyu,Major,Open,,04/Jun/15 18:23,24/May/17 17:03,
Bug,MESOS-1540,12723553,Fix a typo in src/Makefile.am to include java test cases,chengwei-yang,chengwei-yang,Major,Resolved,Fixed,25/Jun/14 03:14,24/May/17 17:03,
Epic,MESOS-4905,12948662,ClangFormat Integration,,mcypark,Major,Open,,10/Mar/16 05:31,24/May/17 17:03,
Improvement,MESOS-5062,12954384,Update the long-lived-framework example to run on test clusters,kaysoky,kaysoky,Major,Resolved,Fixed,29/Mar/16 18:46,24/May/17 17:03,
Improvement,MESOS-6423,13013720,Establish error message guidelines in the style guide.,,bmahler,Major,Open,,20/Oct/16 00:15,24/May/17 17:03,
Bug,MESOS-6545,13017880,TestContainerizer is not thread-safe.,bmahler,bmahler,Major,Resolved,Fixed,04/Nov/16 00:10,24/May/17 17:03,
Bug,MESOS-2343,12774040,Deprecate framework_id in RunTaskMessage.,PalakPC,jieyu,Major,Resolved,Duplicate,11/Feb/15 00:16,24/May/17 17:03,
Task,MESOS-2233,12768141,Run ASF CI mesos builds inside docker,vinodkone,vinodkone,Major,Resolved,Fixed,16/Jan/15 21:59,24/May/17 17:03,
Task,MESOS-2632,12821694,Remove capture by reference of temporaries in mesos,,jvanremoortere,Major,Accepted,,16/Apr/15 21:49,24/May/17 17:03,
Improvement,MESOS-987,12694560,Wire up a code coverage tool,dhamon,vinodkone,Major,Resolved,Fixed,11/Feb/14 18:59,24/May/17 17:03,
Task,MESOS-7048,13039633,Remove adjustment code within Resources::apply.,guoger,bmahler,Major,Resolved,Fixed,01/Feb/17 23:12,24/May/17 17:03,
Improvement,MESOS-1022,12696121,Removal of unnecessary include files to improve build time,dhamon,dhamon,Major,Resolved,Duplicate,20/Feb/14 00:36,24/May/17 17:03,
Improvement,MESOS-1205,12708016,Add style checking as a build step.,tstclair,tstclair,Major,Resolved,Fixed,11/Apr/14 20:38,24/May/17 17:03,
Bug,MESOS-7538,13073906,Don't validate re-registrations that are going to be dropped.,jamespeach,jamespeach,Major,Resolved,Fixed,22/May/17 15:46,23/May/17 19:55,
Bug,MESOS-5859,12990635,Some tasks are always in staged state.,,aiminlei,Major,Open,,19/Jul/16 03:03,23/May/17 18:18,
Bug,MESOS-1625,12728818,Extra trailing CRLF being sent after the HTTP body in libprocess,,tarnfeld,Major,Resolved,Not A Problem,22/Jul/14 09:54,23/May/17 18:18,
Bug,MESOS-4297,12927992,Executor does not shutdown when framework teardown.,,BrickXu,Major,Open,,06/Jan/16 11:02,23/May/17 18:14,
Bug,MESOS-7362,13062128,GPU support can't work when run spark ,,helloiss123,Major,Open,,06/Apr/17 14:36,23/May/17 18:12,
Bug,MESOS-7372,13062564,Improve agent re-registration robustness.,jamespeach,jamespeach,Major,Resolved,Fixed,07/Apr/17 21:20,23/May/17 17:41,
Bug,MESOS-7545,13074039,Volume secret isolator breaks Windows build,karya,andschwa,Major,Resolved,Fixed,22/May/17 23:17,23/May/17 03:48,
Bug,MESOS-5903,12992406,`GTEST_IS_THREADSAFE` guards prevent many tests from being run on Windows.,nfnt,hausdorff,Major,Resolved,Fixed,25/Jul/16 21:15,22/May/17 23:38,
Improvement,MESOS-7299,13058785,Develop a generic solution for merging environments.,,tillt,Major,Open,,24/Mar/17 01:43,22/May/17 21:54,
Improvement,MESOS-7539,13073965,Allow agent to complete recovery before executor reregister timeout has elapsed,,greggomann,Major,Open,,22/May/17 18:26,22/May/17 18:47,
Improvement,MESOS-6905,13033692,Task status updates caused by task health update do not set appropriate reason.,abudnik,alexr,Major,Resolved,Fixed,11/Jan/17 11:31,22/May/17 08:23,
Bug,MESOS-7463,13069629,e2e regression on mesos windows agent,lilyfang,lilyfang,Major,Resolved,Cannot Reproduce,06/May/17 00:43,19/May/17 16:57,10/May/17 00:00
Bug,MESOS-7271,13057762,JNI SIGSEGV failed when connecting spark to mesos master,,jackyq2015,Major,Open,,21/Mar/17 02:38,18/May/17 17:07,
Bug,MESOS-7422,13066536,Docker containerizer should not leak possibly sensitive data to agent log.,tillt,tillt,Major,Resolved,Fixed,25/Apr/17 01:00,18/May/17 16:11,
Task,MESOS-6512,13016459,Add support for cgroups hugetlb subsystem,haosdent@gmail.com,haosdent@gmail.com,Major,Open,,30/Oct/16 16:57,18/May/17 14:36,
Bug,MESOS-7382,13063574,Master dies when task resources are set to less than minimum,,Payero,Major,Resolved,Duplicate,12/Apr/17 17:57,17/May/17 20:52,
Bug,MESOS-7193,13047364,Use of `GTEST_IS_THREADSAFE` in asserts is problematic.,nfnt,nfnt,Major,Resolved,Fixed,01/Mar/17 16:24,17/May/17 17:53,
Task,MESOS-4732,12940936,Migrate rest of the endpoints to use `jsonify`,,mcypark,Major,Open,,22/Feb/16 01:36,17/May/17 07:46,
Bug,MESOS-7507,13072199,Add a metric for the network size of replicas for the registry.,xujyan,xujyan,Major,Resolved,Fixed,15/May/17 20:20,17/May/17 01:16,
Bug,MESOS-7481,13070483,unified containerizer does not work with jfrog artifactory registry with basic authentication,chhsia0,zhitao,Major,Resolved,Fixed,09/May/17 16:31,16/May/17 17:52,
Bug,MESOS-7334,13060797,make check failures due to failing tests - Ubuntu 14.04,,thzois,Major,Resolved,Cannot Reproduce,31/Mar/17 20:59,15/May/17 17:46,
Bug,MESOS-5937,12993691,`flags::parse` assumes the filesystem is rooted at '/',coffler,hausdorff,Major,Resolved,Fixed,29/Jul/16 23:21,15/May/17 17:38,
Bug,MESOS-7498,13070945,Remove need to set environment variable `PreferredToolArchitecture`,andschwa,andschwa,Major,Resolved,Fixed,10/May/17 20:37,15/May/17 17:36,
Bug,MESOS-7502,13071322,"Build error on Windows when using ""int"" for a file descriptor",alexr,johnkordich,Major,Resolved,Fixed,11/May/17 20:29,12/May/17 23:15,
Bug,MESOS-7308,13059044,Race condition in `updateAllocation()` on DESTORY of a shared volume.,anindya.sinha,anindya.sinha,Major,Reviewable,,24/Mar/17 21:41,11/May/17 20:23,
Task,MESOS-7433,13067536,Set working directory in DEBUG containers.,alexr,alexr,Major,Resolved,Fixed,27/Apr/17 21:53,11/May/17 10:24,
Improvement,MESOS-7355,13062054,Set MESOS_SANDBOX in debug containers.,alexr,alexr,Major,Resolved,Fixed,06/Apr/17 09:42,11/May/17 10:21,
Improvement,MESOS-6782,13027590,Inherit Environment from parent container when launching DEBUG container.,alexr,klueska,Major,Resolved,Fixed,12/Dec/16 21:14,11/May/17 10:20,
Bug,MESOS-7209,13048412,"Mesos failed to build due to error MSB6006: ""cmd.exe"" exited with code 255 on windows",,KarenTian,Major,Resolved,Fixed,06/Mar/17 02:34,10/May/17 20:38,
Bug,MESOS-7487,13070634,A framework upgrading into PARTITION_AWARE capability will continue to receive TASK_LOST on old agents.,,mcypark,Major,Open,,09/May/17 23:27,10/May/17 17:47,
Bug,MESOS-7495,13070859,Initialize libprocess using getNonLoopbackIP.,,jamespeach,Major,Open,,10/May/17 16:21,10/May/17 16:22,
Bug,MESOS-7484,13070576,VersionTest.ParseInvalid aborts on Windows.,andschwa,andschwa,Major,Resolved,Fixed,09/May/17 20:18,10/May/17 05:03,
Bug,MESOS-1987,12750240,Add support for SemVer build and prerelease labels to stout.,neilc,karya,Major,Resolved,Fixed,23/Oct/14 23:35,10/May/17 05:00,
Improvement,MESOS-6976,13037168,Disallow (re-)registration attempts by old agents.,neilc,neilc,Major,Resolved,Fixed,23/Jan/17 20:55,10/May/17 05:00,
Improvement,MESOS-5935,12993661,Add upgrade testing to the ASF CI,,greggomann,Major,Accepted,,29/Jul/16 21:56,09/May/17 19:37,
Improvement,MESOS-7483,13070561,Update upgrade test script to also test when agents are upgraded first.,,bmahler,Major,Open,,09/May/17 19:35,09/May/17 19:36,
Improvement,MESOS-7472,13070163,Exit in stout should log at ERROR level instead of just printing to to stderr,,zhitao,Major,Resolved,Duplicate,08/May/17 21:00,08/May/17 23:08,
Improvement,MESOS-7429,13067141,Allow isolators to inject task-specific environment variables.,tillt,tillt,Major,Resolved,Fixed,26/Apr/17 18:48,08/May/17 22:09,
Epic,MESOS-3545,12901181,Investigate restoring tasks/executors after machine reboot.,megha.sharma,benjaminhindman,Major,Accepted,,28/Sep/15 23:30,06/May/17 01:00,
Bug,MESOS-7427,13066898,Registry puller cannot fetch manifests from Amazon ECR: 405 Unsupported.,chhsia0,chhsia0,Major,Resolved,Fixed,26/Apr/17 00:14,05/May/17 22:07,
Documentation,MESOS-7435,13067783,Comprehensive explanations around namespaces and execution contexts.,,tillt,Major,Open,,28/Apr/17 19:24,05/May/17 09:44,
Improvement,MESOS-7080,13041169,Expose GPU hardware information to schedulers.,,bmahler,Major,Open,,07/Feb/17 22:07,05/May/17 03:33,
Bug,MESOS-5821,12987928,Clean up the thousands of compiler warnings on MSVC,dpravat,hausdorff,Major,Resolved,Fixed,08/Jul/16 20:55,04/May/17 22:47,
Improvement,MESOS-7451,13068579,Expose MOUNT volumes of an agent in master's v0 HTTP API,vinodkone,vinodkone,Major,Resolved,Fixed,02/May/17 22:32,04/May/17 19:28,
Bug,MESOS-7456,13068880,Compilation error on recent glibc in cgroups device subsystem,windreamer,haosdent@gmail.com,Major,Resolved,Fixed,03/May/17 18:39,03/May/17 18:39,
Bug,MESOS-7186,13046764,Metrics about used/allocated shared resources are incorrect accounted.,anindya.sinha,xujyan,Major,Resolved,Fixed,27/Feb/17 21:19,03/May/17 09:09,
Epic,MESOS-4235,12923618,JSON generation performance improvement,mcypark,mcypark,Major,Resolved,Fixed,22/Dec/15 00:28,02/May/17 23:05,
Bug,MESOS-1833,12744145,Running docker container with colon in executor id generates error,,elingg,Major,Resolved,Fixed,25/Sep/14 21:50,02/May/17 02:14,
Task,MESOS-6442,13014334,Display volumes in the agent page in the webui.,haosdent@gmail.com,bmahler,Major,Open,,21/Oct/16 18:22,02/May/17 02:08,
Task,MESOS-7447,13068218,Add authorization for the MARK_AGENT_GONE call.,,anandmazumdar,Major,Resolved,Duplicate,01/May/17 19:44,01/May/17 19:45,
Improvement,MESOS-7442,13068179,Move some protobuf-related helpers into public headers,,greggomann,Major,Open,,01/May/17 18:04,01/May/17 18:04,
Task,MESOS-7439,13067858,Bump the default timeout value for docker volume driver unmount operation.,jieyu,jieyu,Major,Resolved,Fixed,29/Apr/17 00:39,01/May/17 16:54,
Bug,MESOS-6134,13003308,Port CFS quota support to Docker Containerizer using command executor.,zhitao,zhitao,Major,Resolved,Fixed,07/Sep/16 16:50,29/Apr/17 07:16,
Bug,MESOS-7436,13067804,Running on Mesos the Jenkins and Jest together crash silently Jenkins with code 137.,,kopax,Major,Open,,28/Apr/17 20:36,29/Apr/17 01:38,
Bug,MESOS-7049,13039645,CgroupsAnyHierarchyWithPerfEventTest.ROOT_CGROUPS_PERF_PerfTest is broken on Fedora 25.,jamespeach,jamespeach,Major,Resolved,Fixed,01/Feb/17 23:49,28/Apr/17 23:34,
Task,MESOS-7068,13040739,Add OnTerminationPolicy handling to the default executor.,anandmazumdar,anandmazumdar,Major,Reviewable,,06/Feb/17 19:23,28/Apr/17 14:49,
Improvement,MESOS-5544,12975773,Support running Mesos agent in a Docker container.,,jieyu,Major,Accepted,,05/Jun/16 00:41,28/Apr/17 14:29,
Bug,MESOS-5573,12976967,Executor Driver does not invoke the `disconnected` callback upon disconnection with the agent.,deshna,anandmazumdar,Major,Open,,08/Jun/16 18:54,28/Apr/17 11:06,
Wish,MESOS-2717,12829146,Qemu/KVM containerizer,a10gupta,pyritschard,Major,Accepted,,12/May/15 09:57,28/Apr/17 09:36,
Improvement,MESOS-5967,12994332,Add support for 'docker image inspect' in our docker abstraction.,gyliu,klueska,Major,Reviewable,,02/Aug/16 16:20,27/Apr/17 20:44,
Improvement,MESOS-5946,12993833,Consider supporting compression for the event stream.,zhitao,anandmazumdar,Major,Open,,31/Jul/16 23:51,27/Apr/17 20:04,
Task,MESOS-7320,13059685,Remove deprecated ACL `ShutdownFramework`,arojas,arojas,Major,Resolved,Fixed,28/Mar/17 09:24,27/Apr/17 08:36,
