Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,MESOS-1590,12727181,Allow LoadGeneratorFramework to read password from a file,xujyan,xujyan,Major,Resolved,Fixed,14/Jul/14 21:22,25/Jul/14 21:02,
Bug,MESOS-1639,12729660,Master OOMs when throttling traffic from LoadGeneratorFramework,xujyan,xujyan,Major,Resolved,Fixed,25/Jul/14 05:48,25/Jul/14 21:01,
Bug,MESOS-1406,12716142,Master stats.json using boolean instead of integral value for 'elected'.,bmahler,bmahler,Major,Resolved,Fixed,22/May/14 17:57,24/Jul/14 22:34,
Bug,MESOS-1632,12729096,"Seg fault due to infinite recursion ""<< RepeatedPtrField<Resource>""",ijimenez,xujyan,Major,Resolved,Fixed,23/Jul/14 06:56,24/Jul/14 00:32,
Bug,MESOS-1631,12729086,stout should have its own namespace,,hitony,Major,Open,,23/Jul/14 04:16,23/Jul/14 04:16,
Improvement,MESOS-1525,12722896,Don't require slave id for reconciliation requests.,bmahler,bmahler,Major,Resolved,Fixed,20/Jun/14 22:35,22/Jul/14 00:03,
Bug,MESOS-1617,12728084,Linux kernel generates duplicated tc u32 filter handles,jieyu,jieyu,Major,Resolved,Fixed,17/Jul/14 23:41,21/Jul/14 20:54,
Bug,MESOS-1604,12727550,LowLevelSchedulerLibprocess did not receive offers from Master,hitony,hitony,Major,Resolved,Fixed,16/Jul/14 03:14,21/Jul/14 19:42,
Story,MESOS-1595,12727220,Provide a way to install libprocess,vinodkone,vinodkone,Major,Resolved,Fixed,15/Jul/14 01:19,18/Jul/14 17:36,
Improvement,MESOS-1608,12727759,Add support for installing stout headers,vinodkone,vinodkone,Major,Resolved,Fixed,16/Jul/14 19:44,18/Jul/14 17:36,
Bug,MESOS-1610,12727780,Mesos containerizer should not call isolate if the child process already died.,jieyu,jieyu,Major,Resolved,Fixed,16/Jul/14 21:24,18/Jul/14 00:16,
Task,MESOS-1600,12727423,IP classifiers in routing lib should ignore IP packets with IP options,jieyu,jieyu,Major,Resolved,Fixed,15/Jul/14 18:39,17/Jul/14 17:43,
Bug,MESOS-1533,12723237,HealthCheck tests are flaky,tnachen,bmahler,Major,Resolved,Fixed,23/Jun/14 23:16,17/Jul/14 08:19,
Bug,MESOS-1603,12727547,SlaveTest.TerminatingSlaveDoesNotReregister is flaky.,bmahler,bmahler,Major,Resolved,Fixed,16/Jul/14 03:01,16/Jul/14 04:55,
Bug,MESOS-1460,12718897,SlaveTest.TerminatingSlaveDoesNotRegister is flaky,Yifan,dhamon,Major,Resolved,Fixed,06/Jun/14 17:59,16/Jul/14 03:01,
Task,MESOS-1601,12727427,Add metrics for port mapping network isolator,jieyu,jieyu,Major,Resolved,Fixed,15/Jul/14 18:45,15/Jul/14 19:26,
Bug,MESOS-1577,12726754,Task health check can hang with hung command,tnachen,tnachen,Major,Resolved,Fixed,11/Jul/14 08:54,14/Jul/14 22:24,
Bug,MESOS-1538,12723532,A container destruction in the middle of a launch leads to CHECK failure.,idownes,vinodkone,Major,Resolved,Fixed,25/Jun/14 01:15,14/Jul/14 21:01,
Bug,MESOS-1539,12723540,No longer able to spin up Mesos master in local mode.,bmahler,ssk2hd,Major,Resolved,Fixed,25/Jun/14 02:04,14/Jul/14 21:01,
Bug,MESOS-1448,12717931,Mesos Fetcher doesn't support URLs that have 30X redirects.,tarnfeld,tarnfeld,Major,Resolved,Fixed,02/Jun/14 16:27,14/Jul/14 21:01,
Bug,MESOS-1551,12724225,Master does not create work directory when missing.,bmahler,bmahler,Major,Resolved,Fixed,27/Jun/14 20:58,14/Jul/14 21:00,
Bug,MESOS-1534,12723273,Scheduler process is not explicitly terminated in the destructor of MesosSchedulerDriver.,vinodkone,vinodkone,Major,Resolved,Fixed,24/Jun/14 04:50,14/Jul/14 21:00,
Task,MESOS-1196,12707061,create annotated tag for v0.19.0,,bhuvan,Major,Open,,07/Apr/14 23:38,14/Jul/14 18:40,
Improvement,MESOS-1584,12727122,allow slave to proxy scheduler registration in service to master detection,,wickman,Major,Open,,14/Jul/14 17:00,14/Jul/14 18:24,
Improvement,MESOS-1581,12727103,Invert allocation to be foreach slave then foreach framework in HierarchicalAllocatorProcess.,,benjaminhindman,Major,Resolved,Duplicate,14/Jul/14 15:10,14/Jul/14 17:25,
Bug,MESOS-1558,12724817,Removing bind mount in the network isolator has race condition,jieyu,jieyu,Major,Resolved,Fixed,01/Jul/14 20:59,14/Jul/14 16:56,
Bug,MESOS-1572,12726222,Consider automatic restarting of slaves/masters with soft/hard cpu lockups.,,bmahler,Major,Open,,09/Jul/14 00:58,09/Jul/14 01:25,
Task,MESOS-1530,12723061,Create LoadGeneratorScheduler to test Framework Rate Limiting,xujyan,xujyan,Major,Resolved,Fixed,23/Jun/14 04:20,07/Jul/14 17:24,
Improvement,MESOS-1557,12724601,Allow the network isolator to handle those tasks that are not isolated by the network isolator,chzhcn,jieyu,Major,Resolved,Fixed,01/Jul/14 00:17,03/Jul/14 22:32,
Task,MESOS-1561,12725335,add mesos.protocol_internal python package,,wickman,Major,Open,,03/Jul/14 17:07,03/Jul/14 17:08,
Story,MESOS-443,12643730,Add a new executor callback for status update acknowledgement ,,vinodkone,Major,Open,,19/Apr/13 23:34,02/Jul/14 05:22,
Bug,MESOS-615,12661970,AllocatorTest/0.RoleTest is flaky.,bmahler,bmahler,Major,Resolved,Fixed,05/Aug/13 20:52,02/Jul/14 01:04,
Bug,MESOS-822,12680038,AllocatorTest/0.SchedulerFailover is flaky,bmahler,xujyan,Major,Resolved,Fixed,19/Nov/13 22:00,02/Jul/14 00:55,
Bug,MESOS-521,12654556,AllocatorTest/0.SchedulerFailover is flaky on Jenkins.,vinodkone,bmahler,Major,Resolved,Duplicate,24/Jun/13 18:03,02/Jul/14 00:55,
Bug,MESOS-1555,12724527,ExecutorInfo validity check is broken in Master,vinodkone,vinodkone,Major,Resolved,Fixed,30/Jun/14 19:42,01/Jul/14 18:02,
Bug,MESOS-1544,12723786,DRFAllocatorTest.SameShareAllocations is flaky,vinodkone,vinodkone,Major,Resolved,Fixed,26/Jun/14 00:38,30/Jun/14 22:59,
Bug,MESOS-520,12654555,ReaperTest.ChildProcess is flaky on Jenkins.,idownes,bmahler,Major,Resolved,Not A Problem,24/Jun/13 17:59,30/Jun/14 22:28,
Improvement,MESOS-390,12636937,Slave should support file:/// URIs for executor path,tnachen,harieshsathya,Major,Resolved,Fixed,14/Mar/13 01:26,30/Jun/14 22:11,
Bug,MESOS-854,12682192,CgroupsAnyHierarchyWithCpuMemoryFreezerTest.ROOT_CGROUPS_Kill is flaky,idownes,xujyan,Major,Resolved,Cannot Reproduce,02/Dec/13 18:32,30/Jun/14 20:40,
Documentation,MESOS-1480,12721003,Write Documentation for Authorization,vinodkone,vinodkone,Major,Resolved,Fixed,12/Jun/14 22:43,27/Jun/14 22:08,
Story,MESOS-1334,12713341,Workflow for gang scheduling frameworks,,nnielsen,Major,Open,,09/May/14 16:47,27/Jun/14 19:09,
Bug,MESOS-1430,12717158,SIGSEGV in ~DataDecoder on master branch,,chzhcn,Major,Resolved,Duplicate,28/May/14 22:11,27/Jun/14 19:01,
Bug,MESOS-1549,12724152,The configure script should check for libnl headers as well,jieyu,jieyu,Major,Resolved,Fixed,27/Jun/14 16:10,27/Jun/14 17:58,
Improvement,MESOS-1502,12721789,expose message event queue size from libprocess,,dhamon,Major,Resolved,Fixed,17/Jun/14 21:33,27/Jun/14 03:49,
Bug,MESOS-1242,12710363,Build broken using gcc-4.1.2,,jieyu,Major,Resolved,Won't Fix,24/Apr/14 16:44,26/Jun/14 21:45,
Bug,MESOS-1463,12718975,mesos-local.sh dumps core,,dhamon,Major,Resolved,Fixed,06/Jun/14 23:46,26/Jun/14 17:44,
Bug,MESOS-445,12643988,Scheduler driver destructor waits forever,,vinodkone,Major,Resolved,Duplicate,22/Apr/13 19:50,26/Jun/14 17:28,
Story,MESOS-1386,12715261,Add sampling to perf isolator,idownes,clambert,Major,Resolved,Fixed,19/May/14 19:00,26/Jun/14 00:15,
Bug,MESOS-1542,12723761,UI for stderr and stdout point to wrong file,,john@relateiq.com,Major,Open,,25/Jun/14 22:22,25/Jun/14 22:44,
Bug,MESOS-1404,12715904,Glibc 'fork()' is not async signal safe,jieyu,jieyu,Major,Resolved,Fixed,22/May/14 01:12,25/Jun/14 21:44,
Improvement,MESOS-1511,12722343,Simplify 'Operation' semantics to only handle logics in the subprocess side,jieyu,jieyu,Major,Resolved,Fixed,18/Jun/14 20:59,25/Jun/14 21:43,
Improvement,MESOS-1528,12722942,Refactor Subprocess to support execve style launch and customized clone function,jieyu,jieyu,Major,Resolved,Fixed,21/Jun/14 04:48,25/Jun/14 21:43,
Bug,MESOS-1513,12722551,FaultToleranceTest.SlaveReregisterTerminatedExecutor is flaky,vinodkone,dhamon,Major,Resolved,Fixed,19/Jun/14 18:16,25/Jun/14 01:18,
Bug,MESOS-1532,12723185,AllocatorZooKeeperTest/0.SlaveReregistersFirst and AllocatorZooKeeperTest/0.FrameworkReregistersFirst are flaky,vinodkone,xujyan,Major,Resolved,Fixed,23/Jun/14 18:51,24/Jun/14 23:48,
Bug,MESOS-1438,12717377,Race when destroying containers in cluster cleanup.,idownes,idownes,Major,Resolved,Fixed,29/May/14 21:05,24/Jun/14 23:09,
Bug,MESOS-1514,12722555,AllocatorZooKeeperTest/0.FrameworkReregistersFirst is flaky,vinodkone,dhamon,Major,Resolved,Duplicate,19/Jun/14 18:22,24/Jun/14 21:51,
Bug,MESOS-1488,12721520,LinuxLauncher should wait until cgroups are destroyed before recover() completes,idownes,idownes,Major,Resolved,Fixed,16/Jun/14 21:44,24/Jun/14 19:44,
Task,MESOS-1505,12722279,Add a test to verify that frameworks with same share get equal number of allocations,vinodkone,vinodkone,Major,Resolved,Fixed,18/Jun/14 17:48,24/Jun/14 19:23,
Story,MESOS-1350,12713794,"Initial implementation of framework API rate limiter, taking the config via master flag",xujyan,xujyan,Major,Resolved,Fixed,13/May/14 00:13,23/Jun/14 21:50,
Bug,MESOS-1089,12701163,AllocatorZooKeeperTest/0.SlaveReregistersFirst is flaky,,xujyan,Major,Resolved,Cannot Reproduce,13/Mar/14 05:37,23/Jun/14 18:55,
Bug,MESOS-928,12689615,AllocatorZooKeeperTest/0.SlaveReregistersFirst is flaky,,xujyan,Major,Resolved,Cannot Reproduce,18/Jan/14 06:59,23/Jun/14 18:55,
Improvement,MESOS-1501,12721788,Add flags parse support for RateLimits protobuf,xujyan,xujyan,Major,Resolved,Fixed,17/Jun/14 21:31,23/Jun/14 18:33,
Bug,MESOS-1492,12721553,Add support for optionally throttling the frameworks not specified in RateLimits config,xujyan,xujyan,Major,Resolved,Fixed,17/Jun/14 00:05,23/Jun/14 18:33,
Task,MESOS-1445,12717692,Add new tests for framework rate limiting,xujyan,xujyan,Major,Resolved,Fixed,30/May/14 23:54,23/Jun/14 18:31,
Bug,MESOS-1531,12723180,ContainerizerTest::setUp should check all cgroup subsystems to determine base hierarchy,,idownes,Major,Open,,23/Jun/14 18:24,23/Jun/14 18:24,
Bug,MESOS-1526,12722916,Regression in 'make distclean': files left around.,bmahler,bmahler,Major,Resolved,Fixed,20/Jun/14 23:45,21/Jun/14 00:27,
Bug,MESOS-1149,12703850,SlaveRecovery.Reboot test doesn't reap executor,idownes,idownes,Major,Resolved,Fixed,26/Mar/14 22:51,20/Jun/14 23:06,
Bug,MESOS-1479,12720979,Cgroups cpu isolator should only report cfs stats if cfs is enabled,idownes,idownes,Major,Resolved,Fixed,12/Jun/14 20:26,20/Jun/14 23:05,
Bug,MESOS-856,12682203,TasksKiller may run forever because the cgroup cannot be frozen.,idownes,jieyu,Major,Resolved,Fixed,02/Dec/13 19:13,20/Jun/14 23:05,
Bug,MESOS-473,12648272,Freezer fails fatally when it is unable to write 'FROZEN' to freezer.state,idownes,vinodkone,Major,Resolved,Fixed,17/May/13 23:57,20/Jun/14 23:04,
Bug,MESOS-1247,12710458,Log writer who loses the election should remember the highest proposal number seen,,jieyu,Major,Open,,24/Apr/14 23:59,20/Jun/14 22:39,
Improvement,MESOS-1510,12722342,fine-grained event queue size metrics,dhamon,dhamon,Major,Resolved,Fixed,18/Jun/14 20:54,20/Jun/14 22:25,
Improvement,MESOS-1507,12722306,Support launching subprocesses with flags,jieyu,jieyu,Major,Resolved,Fixed,18/Jun/14 18:57,18/Jun/14 21:57,
Bug,MESOS-1487,12721515,Improve Subprocess to support non-pipe mode,jieyu,jieyu,Major,Resolved,Fixed,16/Jun/14 21:26,18/Jun/14 17:52,
Task,MESOS-1374,12714355,Verify static libprocess scheduler port works with Mesos Master,dhamon,clambert,Major,Resolved,Fixed,14/May/14 23:45,17/Jun/14 22:21,
Bug,MESOS-1154,12704133,Flaky SlaveRecoveryTest test: ReconcileKillTask and RecoverStatusUpdateManager.,idownes,bmahler,Major,Resolved,Cannot Reproduce,27/Mar/14 23:06,17/Jun/14 22:21,
Task,MESOS-1409,12716173,Send status update acknowledgments through the Master.,bmahler,bmahler,Major,Resolved,Fixed,22/May/14 19:30,17/Jun/14 21:52,
Task,MESOS-1444,12717691,Integrate rate limiter into the master,xujyan,xujyan,Major,Resolved,Fixed,30/May/14 23:52,17/Jun/14 21:26,
Task,MESOS-1443,12717690,Create a protobuf for framework rate limit configuration and load it as JSON through master flags,xujyan,xujyan,Major,Resolved,Fixed,30/May/14 23:51,17/Jun/14 21:25,
Improvement,MESOS-1339,12713389,"Add ""per-framework-principal"" counters for all messages from a scheduler on Master",xujyan,xujyan,Major,Resolved,Fixed,09/May/14 21:03,17/Jun/14 21:24,
Improvement,MESOS-1499,12721736,Add flags parse support for specific protobufs,vinodkone,vinodkone,Major,Resolved,Fixed,17/Jun/14 16:48,17/Jun/14 20:43,
Improvement,MESOS-803,12678354,Make it easy for frameworks to change authentication secret,,vinodkone,Major,Open,,09/Nov/13 00:12,17/Jun/14 00:01,
Improvement,MESOS-666,12665582,Include CHANGELOG and docs/ in distributions.,,bmahler,Major,Open,,26/Aug/13 19:43,17/Jun/14 00:01,
Bug,MESOS-625,12662496,Long lived framework is broken in local runs,,vinodkone,Major,Open,,07/Aug/13 21:19,17/Jun/14 00:01,
Bug,MESOS-510,12652970,Multi-slave local runs broken due to non generated libprocess Process ID names.,,bmahler,Major,Open,,14/Jun/13 21:11,16/Jun/14 19:00,
Bug,MESOS-1436,12717315,AllocatorZooKeeperTest/0.SlaveReregistersFirst flaky and can run forever,,xujyan,Major,Resolved,Fixed,29/May/14 18:09,16/Jun/14 17:57,
Bug,MESOS-1341,12713411,AllocatorZooKeeperTest/0.FrameworkReregistersFirst is flaky,,jieyu,Major,Resolved,Fixed,09/May/14 22:57,16/Jun/14 17:57,
Bug,MESOS-1435,12717313,"RegistrarZooKeeperTest.TaskRunning is flaky, sometimes runs forever.",dhamon,bmahler,Major,Resolved,Fixed,29/May/14 17:58,16/Jun/14 17:40,
Improvement,MESOS-1398,12715618,Document perf isolator flags,idownes,idownes,Major,Resolved,Fixed,20/May/14 22:10,13/Jun/14 22:35,
Improvement,MESOS-1395,12715615,Test perf isolator for slave roll forward/roll back,idownes,idownes,Major,Resolved,Fixed,20/May/14 22:07,13/Jun/14 22:34,
Improvement,MESOS-1393,12715612,Write parser for perf output.,idownes,idownes,Major,Resolved,Fixed,20/May/14 22:04,13/Jun/14 22:34,
Improvement,MESOS-1396,12715616,Introduce a PerfStatistics protobuf,idownes,idownes,Major,Resolved,Fixed,20/May/14 22:09,13/Jun/14 22:33,
Bug,MESOS-1437,12717320,SlaveRecoveryTest/0.RestartBeforeContainerizerLaunch is flaky,dhamon,xujyan,Major,Resolved,Fixed,29/May/14 18:27,13/Jun/14 02:36,
Bug,MESOS-1428,12717143,Failed to update 'registry': Failed to perform store within 5secs (caused flaky MasterTest.StatusUpdateAcknowledgementsThroughMaster),bmahler,xujyan,Major,Resolved,Fixed,28/May/14 21:38,13/Jun/14 00:28,
Bug,MESOS-1477,12720944,Deadlock when terminating ZooKeeperProcess,vinodkone,vinodkone,Major,Resolved,Fixed,12/Jun/14 19:06,12/Jun/14 19:40,
Bug,MESOS-1472,12720731,Improve child exit if slave dies during executor launch in MC,idownes,idownes,Major,Resolved,Fixed,11/Jun/14 22:29,12/Jun/14 19:28,
Bug,MESOS-1348,12713710,The SlaveRecoveryTest.GCExecutor test leaks child processes.,bmahler,bmahler,Major,Resolved,Fixed,12/May/14 19:21,11/Jun/14 21:18,
Improvement,MESOS-1381,12714871,Add an async signal safe ERRNO_ABORT(),,idownes,Major,Open,,16/May/14 20:49,11/Jun/14 02:52,
Bug,MESOS-547,12657784,MasterTest.MasterLost is flaky on Jenkins,,bmahler,Major,Resolved,Cannot Reproduce,15/Jul/13 17:28,10/Jun/14 20:59,
Bug,MESOS-513,12653537,FaultToleranceTest.SchedulerFailoverFrameworkMessage test is flaky,dhamon,twm378,Major,Resolved,Cannot Reproduce,18/Jun/13 17:54,10/Jun/14 18:15,
Improvement,MESOS-1379,12714659,Provide a reconciliation mechanism for tasks unknown to the framework.,bmahler,bmahler,Major,Resolved,Fixed,15/May/14 23:26,07/Jun/14 01:06,
Improvement,MESOS-1453,12718256,Update reconciliation semantics send statuses for each task.,bmahler,bmahler,Major,Resolved,Fixed,03/Jun/14 21:47,07/Jun/14 01:06,
