Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,OPENNLP-1303,13302347,,Unable to build opennlp,thygesen,thygesen,,Closed,Fixed,01/May/20 19:51,02/Jun/20 14:30,
Bug,OPENNLP-1273,13252664,,Build fails on docs of OpenNLP-tools,,zameji,Blocker,Closed,Fixed,23/Aug/19 13:02,02/Mar/20 22:03,
Improvement,OPENNLP-1161,13121852,,avoid using concrete tag names of XML config in GeneratorFactory.extractArtifactSerializerMappings(),koji,koji,Blocker,Closed,Won't Fix,30/Nov/17 08:51,05/Dec/17 09:07,
Bug,OPENNLP-510,12556855,,Maven dependency on jwnl is broken,colen,roadrunner,Blocker,Closed,Fixed,22/May/12 12:49,03/Apr/13 11:43,
Bug,OPENNLP-138,12500038,,The Name Finder always creates/uses two sets of feature generators,joern,joern,Blocker,Closed,Fixed,01/Mar/11 11:51,02/Mar/11 09:35,
Bug,OPENNLP-1383,13476822,,Unload to perform document classification inference: class [[[F cannot be cast to class [[F ([[[F and [[F are in module java.base of loader 'bootstrap'),,karam,Critical,Closed,Not A Problem,15/Aug/22 12:45,19/Aug/22 12:32,
Bug,OPENNLP-1163,13121931,,Sentence detector doesn't spot abbreviations next to punctuation,,StarWalker777,Critical,Open,,30/Nov/17 14:40,30/Nov/19 14:38,
Task,OPENNLP-1231,13206672,,Add SHA-512 checksum files for artifacts,jzemerick,jzemerick,Critical,Closed,Fixed,27/Dec/18 19:32,09/Jan/19 23:41,
Bug,OPENNLP-1095,13080671,,Unable to handle emojis,,martinmin,Critical,Closed,Not A Problem,18/Jun/17 20:36,03/Apr/18 22:12,
Bug,OPENNLP-993,13044942,,DocumentCategorizerME does not load tokenizer specified in model manifest,smarthi,rabidgremlin,Critical,Closed,Won't Fix,21/Feb/17 19:57,27/Feb/17 21:53,
Task,OPENNLP-916,13032031,,Create a Release Process page,colen,colen,Critical,Closed,Fixed,04/Jan/17 17:37,11/Jan/17 09:51,
Bug,OPENNLP-929,13033449,,GIS not indexing,,druss,Critical,Closed,Fixed,10/Jan/17 17:28,10/Jan/17 22:25,
Question,OPENNLP-846,12961396,,The output results do not contain all entities that we think should have been found,,renmohan,Critical,Closed,Not A Problem,21/Apr/16 21:56,05/Nov/16 12:00,
Bug,OPENNLP-649,12696653,,Loading trained model (DoccatModel) throws exception ,joern,shammad,Critical,Closed,Not A Problem,21/Feb/14 22:27,24/Feb/14 09:09,
Bug,OPENNLP-606,12674672,,en-ner-location.bin file has error,,cometta,Critical,Closed,Not A Problem,20/Oct/13 05:03,25/Jan/14 18:28,
Task,OPENNLP-1433,13516179,,Document how to do model releases,rzo1,jzemerick,Major,Open,,02/Jan/23 14:03,04/Jan/23 19:06,
Task,OPENNLP-1438,13516356,,Fix Release Documentation,rzo1,rzo1,Major,Open,,03/Jan/23 17:56,03/Jan/23 17:56,
Task,OPENNLP-1436,13516328,,Fix link to Leipzig corpus,aarora,jzemerick,Major,Open,,03/Jan/23 14:06,03/Jan/23 16:42,
Task,OPENNLP-1367,13439532,,Update checkstyle rules for a recent checkstyle version,mawiesne,jzemerick,Major,Open,,13/Apr/22 19:50,03/Jan/23 14:59,
Task,OPENNLP-1437,13516335,,Change removeChar() in NumberUtil.java with String.replaceAll,,jzemerick,Major,Open,,03/Jan/23 14:53,03/Jan/23 14:53,
Task,OPENNLP-1328,13365367,,Document model release process on the website,jzemerick,jzemerick,Major,Resolved,Duplicate,15/Mar/21 22:18,02/Jan/23 19:29,
Improvement,OPENNLP-1428,13516015,,Enhance DownloadUtil to avoid the use of hard-coded model urls,rzo1,rzo1,Major,Resolved,Fixed,30/Dec/22 12:03,02/Jan/23 19:04,
Bug,OPENNLP-1381,13474409,,OpenJDK 18+: CLITest fails with java.lang.UnsupportedOperationException: The Security Manager is deprecated and will be removed in a future release,rzo1,brigaldies,Major,Resolved,Fixed,01/Aug/22 01:12,31/Dec/22 08:40,
Task,OPENNLP-1342,13407955,,Publish docker image to DockerHub,,jzemerick,Major,Open,,22/Oct/21 12:40,30/Dec/22 21:05,
Task,OPENNLP-1418,13514768,,Rename master branch to main,rzo1,jzemerick,Major,Resolved,Fixed,19/Dec/22 19:33,22/Dec/22 13:31,
Improvement,OPENNLP-957,13037362,,Create a normalizer feature generator,colen,colen,Major,Reopened,,24/Jan/17 13:55,21/Dec/22 15:10,
Question,OPENNLP-859,12997615,,Cannot get entities from trained model using DictionaryFeatureGenerator ,,damianoporta,Major,Closed,Feedback Received,16/Aug/16 15:20,16/Dec/22 12:45,
Improvement,OPENNLP-941,13035034,,Add eval support to detokenizer,,joern,Major,Resolved,Fixed,15/Jan/17 17:01,16/Dec/22 12:40,
