Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Dependency upgrade,KARAF-4185,12920756,Upgrade Pax-url to version 2.4.4,jbonofre,acosentino,Minor,Resolved,Fixed,10/Dec/15 13:10,14/Sep/18 08:36,
Dependency upgrade,KARAF-4196,12921921,Upgrade Cglib to version 3.2.0,cschneider,acosentino,Minor,Resolved,Fixed,15/Dec/15 10:16,14/Sep/18 08:36,
Dependency upgrade,KARAF-4227,12923214,Upgrade to Pax-exam 4.8.0,jbonofre,acosentino,Minor,Resolved,Fixed,19/Dec/15 10:00,14/Sep/18 08:36,
Bug,KARAF-4241,12924676,Karaf clean doesn't work if KARAF_DATA and KARAF_BASE point to same dir,jbonofre,dvanherbergen,Minor,Resolved,Fixed,29/Dec/15 12:31,14/Sep/18 08:36,
Dependency upgrade,KARAF-4266,12929820,Upgrade to Spring 4.2.4.RELEASE,jbonofre,acosentino,Minor,Resolved,Fixed,13/Jan/16 13:31,14/Sep/18 08:36,
Dependency upgrade,KARAF-4286,12933005,Upgrade Felix Utils to version 1.8.2,jbonofre,acosentino,Minor,Resolved,Fixed,21/Jan/16 07:39,14/Sep/18 08:36,
Dependency upgrade,KARAF-4287,12933008,Upgrade Felix Fileinstall to version 3.5.2,jbonofre,acosentino,Minor,Resolved,Fixed,21/Jan/16 08:00,14/Sep/18 08:36,
Dependency upgrade,KARAF-4292,12933746,Upgrade Felix Eventadmin to version 1.4.6,acosentino,acosentino,Minor,Resolved,Fixed,25/Jan/16 08:39,14/Sep/18 08:36,
Dependency upgrade,KARAF-4301,12935356,Upgrade Hibernate Validator to version 5.2.3.Final,acosentino,acosentino,Minor,Resolved,Fixed,30/Jan/16 15:02,14/Sep/18 08:36,
Bug,KARAF-4330,12938494,Instance script doesn't return correct PID number if root instance is started two times,acosentino,acosentino,Minor,Resolved,Fixed,11/Feb/16 12:24,14/Sep/18 08:36,
Dependency upgrade,KARAF-4345,12939792,Upgrade to Jolokia 1.3.3,acosentino,acosentino,Minor,Resolved,Fixed,17/Feb/16 10:47,14/Sep/18 08:36,
Task,KARAF-4349,12940417,Use the same approach of KARAF-4330 in karaf.bat script,acosentino,acosentino,Minor,Resolved,Fixed,19/Feb/16 07:49,14/Sep/18 08:36,
Dependency upgrade,KARAF-4352,12940757,Upgrade Hibernate Validator to version 5.2.4.Final,acosentino,acosentino,Minor,Resolved,Fixed,20/Feb/16 08:43,14/Sep/18 08:36,
Dependency upgrade,KARAF-4353,12940759,Upgrade to Pax URL 2.4.6,acosentino,acosentino,Minor,Resolved,Fixed,20/Feb/16 08:45,14/Sep/18 08:36,
Bug,KARAF-4373,12946072,"Karaf.bat script produces ""The syntax of the command is incorrect"" even if it is working properly",acosentino,acosentino,Minor,Resolved,Fixed,02/Mar/16 07:23,14/Sep/18 08:36,
Task,KARAF-4379,12947499,Upgrade to Narayana 5.3.1.Final,acosentino,acosentino,Minor,Resolved,Fixed,06/Mar/16 09:22,14/Sep/18 08:36,
Dependency upgrade,KARAF-4459,12954872,Upgrade Cglib to version 3.2.1,acosentino,acosentino,Minor,Resolved,Fixed,31/Mar/16 06:35,14/Sep/18 08:36,
Task,KARAF-4464,12955686,Upgrade to Spring 4.2.5,acosentino,acosentino,Minor,Resolved,Fixed,04/Apr/16 06:24,14/Sep/18 08:36,
Task,KARAF-4465,12955687,Upgrade to Narayana 5.3.2.Final,acosentino,acosentino,Minor,Resolved,Fixed,04/Apr/16 06:25,14/Sep/18 08:36,
Bug,KARAF-4483,12957526,Wrapper adds wrong line to bin/karaf-service shell script,jbonofre,niels.bertram,Minor,Resolved,Duplicate,10/Apr/16 10:42,14/Sep/18 08:36,
Dependency upgrade,KARAF-4504,12962155,Upgrade Pax Exam to version 4.9.0,acosentino,acosentino,Minor,Resolved,Fixed,25/Apr/16 06:52,14/Sep/18 08:36,
Improvement,KARAF-4524,12966902,SCTP class from JDK missing in jre.properties,jbonofre,frouleau,Minor,Resolved,Fixed,10/May/16 16:00,14/Sep/18 08:36,
Dependency upgrade,KARAF-4563,12976737,Upgrade Cglib to version 3.2.2,acosentino,acosentino,Minor,Resolved,Fixed,08/Jun/16 06:28,14/Sep/18 08:35,
Bug,KARAF-4572,12979324,NullPointer Exception when deploying EclipseLink model bundle,,ellirael,Minor,Closed,Cannot Reproduce,15/Jun/16 10:30,14/Sep/18 08:35,
