Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Task,WHIMSY-357,13373243,Foundation Website has moved to Git,,wave,Blocker,Closed,Fixed,17/Apr/21 19:23,06/Dec/22 09:42,
Task,WHIMSY-362,13378169,Error while trying to publish draft minutes,,mattsicker,Blocker,Resolved,Fixed,12/May/21 19:24,12/May/21 22:38,
Bug,WHIMSY-335,13317443,SecurityError: Insecure operation - directory? in ccla.json.rb,clr,mattsicker,Blocker,Resolved,Fixed,17/Jul/20 16:21,17/Jul/20 16:43,
Bug,WHIMSY-292,13257462,Exception thrown in post meeting action submit form,,mattsicker,Blocker,Resolved,Fixed,18/Sep/19 18:51,23/Sep/19 16:36,
Bug,WHIMSY-394,13501170,Whimsy sends mailing list subscription confirmation notifications to the entire list,,mdrob,Critical,Resolved,Information Provided,11/Nov/22 22:14,15/Nov/22 11:49,
Bug,WHIMSY-334,13315188,Pressing up arrow in software grant textarea changes the current page,clr,mattsicker,Critical,Closed,Fixed,06/Jul/20 16:14,15/Aug/20 00:14,
Bug,WHIMSY-331,13310765,Roster tool broken - Insecure operation - spawn,,rubys,Critical,Resolved,Fixed,10/Jun/20 22:38,10/Jun/20 23:05,
Bug,WHIMSY-260,13232733,Cannot see prior comments on PMR reports,,wohali,Critical,Closed,Abandoned,10/May/19 19:51,26/Sep/19 09:45,
Bug,WHIMSY-180,13134840,500 Internal Server Error on Roster,,rkanter,Critical,Resolved,Fixed,30/Jan/18 18:07,30/Jan/18 19:11,
Bug,WHIMSY-165,13124933,Problems with flush_weak_refs,,sebb,Critical,Resolved,Fixed,14/Dec/17 11:40,14/Dec/17 12:03,
Bug,WHIMSY-64,12985088,Moderator list - 500 Server Error,,shazron,Critical,Resolved,Fixed,29/Jun/16 18:06,06/Jul/16 22:39,
Wish,WHIMSY-393,13499163,Cannot login to create a form for new account request,,qichfan,Major,Resolved,Fixed,08/Nov/22 03:02,08/Nov/22 18:24,
Task,WHIMSY-386,13437889,public_ldap_committees is redundant,,sebb,Major,Open,,05/Apr/22 14:08,11/Aug/22 07:39,
Bug,WHIMSY-385,13435398,agenda unit tests don't work on node.js 15+,rubys,sebb,Major,Resolved,Fixed,23/Mar/22 16:34,14/Apr/22 19:56,
Improvement,WHIMSY-382,13432197,Allow Secretary deleted/processed workbench emails to be recovered,,sebb,Major,Open,,05/Mar/22 23:57,05/Mar/22 23:57,
New Feature,WHIMSY-380,13429560,Update icla filed with reasons not to request an account,clr,clr,Major,Open,,20/Feb/22 20:17,21/Feb/22 15:45,
New Feature,WHIMSY-379,13428449,More buttons are needed for common mistakes in ICLA filing,clr,clr,Major,Resolved,Fixed,15/Feb/22 00:38,21/Feb/22 15:45,
Bug,WHIMSY-375,13425387,Members Meeting page is not showing the correct information,,striker,Major,Closed,Fixed,28/Jan/22 11:40,09/Feb/22 23:46,
Task,WHIMSY-378,13427462,Minotaur has been retired,,sebb,Major,Closed,Fixed,09/Feb/22 11:16,09/Feb/22 23:10,
Improvement,WHIMSY-376,13425656,Members meeting proxy form should allow roles,,sebb,Major,Open,,30/Jan/22 13:41,30/Jan/22 13:41,
Bug,WHIMSY-374,13416408,"Board agenda ""add item: retire project"" allows creating without a title",,clr,Major,Open,,09/Dec/21 23:40,09/Dec/21 23:40,
Bug,WHIMSY-373,13415808,"Whimsy board agenda page error, won't display",rubys,sidney,Major,Resolved,Fixed,07/Dec/21 11:40,07/Dec/21 15:51,
Improvement,WHIMSY-372,13395215,Allow PMC members to see mail subscriptions to their private list,,clr,Major,Open,,13/Aug/21 21:39,15/Oct/21 22:16,
New Feature,WHIMSY-359,13376158,Add tooling for membership withdrawal requests,clr,clr,Major,Open,,30/Apr/21 23:11,31/Aug/21 23:14,
New Feature,WHIMSY-350,13362817,Provide withdraw option for secretary workbench and committers roster,clr,clr,Major,Closed,Fixed,07/Mar/21 00:10,31/Aug/21 23:14,
Bug,WHIMSY-369,13394196,Replace link for fingerprints,,sebb,Major,Resolved,Fixed,09/Aug/21 11:47,09/Aug/21 22:24,
Bug,WHIMSY-364,13389867,Need to switch PGP key server defaults again as SKS retired,clr,mattsicker,Major,Resolved,Fixed,15/Jul/21 15:51,09/Aug/21 11:43,
Bug,WHIMSY-366,13393881,Cannot rely on access to infrastructure-puppet,,sebb,Major,Open,,06/Aug/21 11:36,06/Aug/21 21:06,
Bug,WHIMSY-368,13393959,LDAP.extract_cert returns wrong certificate,,sebb,Major,Resolved,Fixed,06/Aug/21 19:10,06/Aug/21 19:50,
Improvement,WHIMSY-367,13393892,Is ASF::LDAP.configure relevant for Docker builds?,,sebb,Major,Resolved,Invalid,06/Aug/21 12:20,06/Aug/21 19:00,
Bug,WHIMSY-365,13391547,Better handling of key server failures,,sebb,Major,Open,,23/Jul/21 11:09,23/Jul/21 11:09,
New Feature,WHIMSY-113,13085536,Have Secretary create new accounts directly,rubys,rubys,Major,Open,,07/Jul/17 15:27,16/Jul/21 13:52,
Bug,WHIMSY-363,13388365,ldap.py does not allow override of RW_HOSTS,,sebb,Major,Resolved,Fixed,08/Jul/21 10:49,09/Jul/21 14:32,
Bug,WHIMSY-356,13368925,PDF burst broken,clr,mattsicker,Major,Resolved,Cannot Reproduce,31/Mar/21 17:38,05/Jul/21 15:26,
Bug,WHIMSY-361,13377606,vhosttest.rb does not work in Puppet 6,,sebb,Major,Open,,10/May/21 10:35,10/May/21 12:02,
Bug,WHIMSY-360,13377085,Jira report extraction does not seem to work properly,,pottlinger,Major,Resolved,Invalid,06/May/21 19:29,06/May/21 20:38,
New Feature,WHIMSY-358,13376136,Provide easy way to vote new PMC members and committers,,clr,Major,Open,,30/Apr/21 19:09,03/May/21 23:42,
Improvement,WHIMSY-322,13296053,Use PDF data should be more lenient in parsing project names,clr,mattsicker,Major,Resolved,Fixed,03/Apr/20 15:29,28/Mar/21 11:11,
New Feature,WHIMSY-352,13365811,Secretary workbench: allow reparse of attachments,,sebb,Major,Resolved,Fixed,17/Mar/21 12:08,28/Mar/21 11:08,
New Feature,WHIMSY-349,13360630,Whimsy could handle member-nominations,,sebb,Major,Open,,24/Feb/21 14:06,28/Mar/21 11:08,
New Feature,WHIMSY-355,13368182,Handle membership application,,sebb,Major,Open,,28/Mar/21 11:06,28/Mar/21 11:08,
Bug,WHIMSY-354,13366126,Cannot request account with ICLA,clr,mattsicker,Major,Resolved,Cannot Reproduce,18/Mar/21 15:53,18/Mar/21 15:55,
New Feature,WHIMSY-281,13247042,Analyse irs-disclosures.txt ?,,sebb,Major,Resolved,Won't Do,25/Jul/19 11:49,18/Dec/20 00:39,
Bug,WHIMSY-347,13336475,channel.rb can fail to load YAML file,,sebb,Major,Open,,21/Oct/20 13:08,21/Oct/20 13:08,
New Feature,WHIMSY-346,13335483,Support PDF signatures,clr,mattsicker,Major,Open,,14/Oct/20 19:42,14/Oct/20 19:42,
Bug,WHIMSY-345,13334624,[DataLab]: Name replacement issues for Incubation status reports on Whimsy,,vvitanska,Major,Resolved,Fixed,09/Oct/20 10:45,12/Oct/20 10:20,
Task,WHIMSY-333,13311472,Treasurer is unable to edit the Treasurer's report to add upload the xls which Virtual sent to me,,myrle,Major,Resolved,Fixed,15/Jun/20 11:38,06/Oct/20 06:37,
Bug,WHIMSY-344,13330025,Issues with URI.[un]escape,,sebb,Major,Open,,29/Sep/20 19:12,29/Sep/20 19:32,
Bug,WHIMSY-343,13329409,Workbench request completes incorrectly if mail fails,,sebb,Major,Resolved,Fixed,25/Sep/20 13:35,25/Sep/20 23:35,
Bug,WHIMSY-340,13328403,/srv/secretary/tlpreq not set up correctly,,sebb,Major,Resolved,Fixed,20/Sep/20 10:56,23/Sep/20 22:06,
Task,WHIMSY-342,13328530,Fix up migration handling,,sebb,Major,Open,,21/Sep/20 10:24,21/Sep/20 10:24,
Bug,WHIMSY-341,13328408,Use of RACK_ENV for Whimsy customisation,,sebb,Major,Open,,20/Sep/20 13:10,21/Sep/20 09:46,
New Feature,WHIMSY-339,13323427,Detect when non-members are added to foundation/members.mdtext,,sebb,Major,Open,,18/Aug/20 19:40,18/Aug/20 19:40,
New Feature,WHIMSY-323,13296100,Add a process for handling emeritus requests,clr,clr,Major,Resolved,Fixed,03/Apr/20 19:09,15/Aug/20 00:04,
Task,WHIMSY-338,13320063,new-account-reqs.txt is getting bad data,,christ,Major,Resolved,Fixed,29/Jul/20 20:59,04/Aug/20 19:26,
Bug,WHIMSY-337,13319261,roster - LDAP sync issue,,felixcheung,Major,Closed,Fixed,25/Jul/20 05:29,27/Jul/20 00:49,
Bug,WHIMSY-336,13317455,cclas.json.rb does not perform an atomic commit,,sebb,Major,Resolved,Fixed,17/Jul/20 16:57,22/Jul/20 16:52,
Bug,WHIMSY-213,13192788,Secretary workbench message hash is not guaranteed unique or stable,,sebb,Major,Open,,19/Oct/18 09:27,15/Jul/20 17:07,
Bug,WHIMSY-332,13311267,Link to Pending ICLAs broken,,jensg,Major,Resolved,Fixed,13/Jun/20 15:55,13/Jun/20 16:25,
Improvement,WHIMSY-330,13304702,Disambiguate between point of contact and signer in CCLA filing,clr,mattsicker,Major,Open,,13/May/20 15:28,13/May/20 21:15,
New Feature,WHIMSY-228,13205082,ICLA lookup for notinavail,,sebb,Major,Resolved,Fixed,18/Dec/18 09:32,04/May/20 16:50,
Improvement,WHIMSY-326,13300298,Add more ICLA canned responses,clr,mattsicker,Major,Open,,22/Apr/20 15:13,23/Apr/20 22:28,
New Feature,WHIMSY-325,13300296,Add action item templates,,mattsicker,Major,Open,,22/Apr/20 15:10,22/Apr/20 15:45,
Improvement,WHIMSY-328,13300301,Membership application form should use similar form UI as emeritus,clr,mattsicker,Major,Open,,22/Apr/20 15:17,22/Apr/20 15:17,
Improvement,WHIMSY-324,13297809,Board agenda should parameterize the meeting teleconference details,rubys,mattsicker,Major,Closed,Fixed,11/Apr/20 20:50,12/Apr/20 20:23,
Improvement,WHIMSY-293,13257705,Analyse mail list config data,,sebb,Major,Open,,19/Sep/19 14:22,12/Apr/20 12:46,
Improvement,WHIMSY-280,13246838,Use better font in forms in workbench,clr,mattsicker,Major,Resolved,Fixed,24/Jul/19 14:31,12/Apr/20 12:38,
Bug,WHIMSY-305,13273974,Typo when generating motion to establish a project,,julianhyde,Major,Resolved,Fixed,11/Dec/19 22:04,12/Apr/20 12:19,
Bug,WHIMSY-319,13288475,proxies.cgi should extract volunteers from proxies,,sebb,Major,Resolved,Fixed,01/Mar/20 00:39,12/Apr/20 10:48,
Improvement,WHIMSY-304,13271579,Don't check out entire  SVN directory where only a few files are needed,,sebb,Major,Resolved,Fixed,02/Dec/19 00:30,10/Apr/20 12:44,
New Feature,WHIMSY-313,13286054,Add link to private@project.apache.org list archives in secmail,clr,mattsicker,Major,Resolved,Fixed,18/Feb/20 18:09,10/Apr/20 12:29,
New Feature,WHIMSY-320,13294848,Agenda edit resolution allows (Submit) that will not do anything,,clr,Major,Open,,29/Mar/20 17:41,29/Mar/20 17:41,
Improvement,WHIMSY-318,13288468,Change PMC update to require link to board NOTICE message,,sebb,Major,Open,,29/Feb/20 22:06,03/Mar/20 01:39,
Task,WHIMSY-315,13287786,User cant login to whimsy after uid change,,johna,Major,Resolved,Fixed,26/Feb/20 16:18,29/Feb/20 16:29,
Task,WHIMSY-317,13288161,mirror_check.cgi broken,,cml,Major,Resolved,Fixed,27/Feb/20 23:13,29/Feb/20 16:09,
Task,WHIMSY-316,13287845,Member Nominees page does not accurately reflect seconds,,rbowen,Major,Open,,26/Feb/20 20:52,26/Feb/20 21:28,
New Feature,WHIMSY-312,13281572,Vote process should allow permanent details of non-unanimous votes,,clr,Major,Open,,26/Jan/20 06:01,26/Jan/20 06:01,
New Feature,WHIMSY-311,13281202,Listing of ou=project LDAP groups,,sebb,Major,Open,,23/Jan/20 14:04,23/Jan/20 14:04,
Bug,WHIMSY-309,13278958,SecurityError: Insecure operation - spawn,clr,mattsicker,Major,Resolved,Fixed,12/Jan/20 22:27,23/Jan/20 14:00,
Bug,WHIMSY-310,13280174,GPG verification error with unknown error message,clr,mattsicker,Major,Resolved,Fixed,17/Jan/20 16:15,23/Jan/20 13:59,
New Feature,WHIMSY-308,13274645,Add separate SGA/CCLA fields for contact name,clr,mattsicker,Major,Open,,15/Dec/19 17:47,15/Dec/19 17:47,
Task,WHIMSY-306,13274076,Change to *-authorization-template format,,sebb,Major,Open,,12/Dec/19 09:21,12/Dec/19 09:21,
Improvement,WHIMSY-303,13271413,Should Secretary Workbench check SVN revision before commit?,,sebb,Major,Open,,29/Nov/19 13:32,29/Nov/19 13:32,
Bug,WHIMSY-302,13270975,ASF::SVN.get uses revision rather than last-changed-revision,,sebb,Major,Open,,27/Nov/19 12:29,27/Nov/19 12:29,
Task,WHIMSY-301,13269131,Are asf.gemspec and asf.version still needed?,,sebb,Major,Open,,18/Nov/19 18:17,18/Nov/19 18:17,
Bug,WHIMSY-297,13263075,"Never, never say ""tabled""",,tdunning,Major,Open,,18/Oct/19 11:08,18/Oct/19 16:27,
Bug,WHIMSY-296,13261817,Workbench breaks text edit keyboard shortcuts,clr,mattsicker,Major,Open,,11/Oct/19 14:35,13/Oct/19 23:46,
New Feature,WHIMSY-152,13111965,Extract and store charter when processing TLP graduations,,sebb,Major,Open,,25/Oct/17 13:45,01/Oct/19 09:39,
Improvement,WHIMSY-294,13258273,Allow more people to see who is not subscribed to the private@ list,,sebb,Major,Open,,23/Sep/19 11:15,23/Sep/19 11:15,
Bug,WHIMSY-291,13253758,Graduated podlings should not be visible as https://whimsy.apache.org/roster/ppmc/<name>,sebb,sebb,Major,Resolved,Fixed,29/Aug/19 17:05,29/Aug/19 18:31,
Bug,WHIMSY-290,13250596,500 Error in workbench for August results,rubys,mattsicker,Major,Resolved,Fixed,13/Aug/19 16:42,13/Aug/19 19:47,
Bug,WHIMSY-288,13249934,HUDI Podling name search not reflected in whimsy status,,thw,Major,Resolved,Information Provided,09/Aug/19 16:45,12/Aug/19 19:39,
New Feature,WHIMSY-286,13248720,Add link to private@project list archives in workbench,clr,mattsicker,Major,Resolved,Workaround,03/Aug/19 16:01,10/Aug/19 18:54,
Bug,WHIMSY-275,13243910,GPG verification no longer working,clr,mattsicker,Major,Resolved,Fixed,09/Jul/19 15:19,05/Aug/19 20:07,
Bug,WHIMSY-278,13245578,Stale members.txt after update,,sebb,Major,Resolved,Fixed,17/Jul/19 17:54,05/Aug/19 20:06,
Bug,WHIMSY-285,13248376,gpg: Can't check signature: No public key Insecure operation - unlink,clr,mattsicker,Major,Resolved,Fixed,01/Aug/19 15:48,05/Aug/19 19:48,
Bug,WHIMSY-284,13248199,Error converting PNG to PDF,rubys,mattsicker,Major,Resolved,Fixed,31/Jul/19 20:18,01/Aug/19 12:58,
Bug,WHIMSY-279,13246639,mirror check tool requires Member access,,cml,Major,Resolved,Fixed,23/Jul/19 17:49,31/Jul/19 18:41,
Bug,WHIMSY-282,13247118,ICLAs not considered duplicate if the emails match,,sebb,Major,Resolved,Fixed,25/Jul/19 17:37,25/Jul/19 18:08,
Bug,WHIMSY-277,13245286,"No ctrl/shift-click for ""send email"" button on non-PMC report",,wohali,Major,Open,,16/Jul/19 17:22,16/Jul/19 17:22,
Bug,WHIMSY-151,13111486,test/icla should include podlings,,rubys,Major,Resolved,Incomplete,23/Oct/17 17:39,16/Jul/19 01:45,
Bug,WHIMSY-276,13244442,ICLAs not considered duplicate if there's a file and a directory,clr,mattsicker,Major,Resolved,Fixed,11/Jul/19 19:25,16/Jul/19 01:40,
Bug,WHIMSY-259,13232520,Duplicate ICLA if filing signed document when unsigned document exists,clr,clr,Major,Resolved,Fixed,09/May/19 19:02,16/Jul/19 01:40,
Improvement,WHIMSY-274,13242328,Switch to hkps://keys.openpgp.org for downloading keys,clr,mattsicker,Major,Resolved,Fixed,30/Jun/19 01:23,08/Jul/19 00:23,
New Feature,WHIMSY-265,13234691,Support rendering of Markdown and/or Asciidoc,,wohali,Major,Open,,21/May/19 18:14,21/Jun/19 16:47,
Improvement,WHIMSY-258,13230565,Have license header in appropriate files,,pierresmits,Major,Open,,28/Apr/19 19:26,07/Jun/19 08:52,
Improvement,WHIMSY-271,13237093,Centralise committee-info.txt roster update handling,,sebb,Major,Resolved,Fixed,02/Jun/19 09:36,03/Jun/19 17:42,
Bug,WHIMSY-272,13237189,Unnecessary reparse of CI,,sebb,Major,Open,,03/Jun/19 08:51,03/Jun/19 08:51,
New Feature,WHIMSY-270,13236277,non-PMC groups need to be treated as projects,,cml,Major,Open,,29/May/19 15:45,02/Jun/19 09:23,
Improvement,WHIMSY-178,13133893,Update email notification body to mention that it's automated,,ctubbsii,Major,Open,,26/Jan/18 01:04,01/Jun/19 12:39,
Bug,WHIMSY-202,13182508,Currently the call to https://whimsy.apache.org/roster/committee/maven produces 500 Server error,,khmarbaise,Major,Closed,Cannot Reproduce,01/Sep/18 20:40,31/May/19 21:31,
Improvement,WHIMSY-269,13236213,"When auth is not granted, show more info",,sebb,Major,Open,,29/May/19 10:49,30/May/19 08:51,
New Feature,WHIMSY-268,13235619,Cloud native architectural improvements,,mattsicker,Major,Open,,25/May/19 18:35,25/May/19 19:06,
Improvement,WHIMSY-267,13235618,Add action to adjournment page to publish previous month's minutes,,mattsicker,Major,Open,,25/May/19 18:27,25/May/19 18:39,
New Feature,WHIMSY-266,13235482,Special support for Incubator,,wohali,Major,Open,,24/May/19 16:25,24/May/19 16:25,
Improvement,WHIMSY-263,13233596,Gold Stars for Board Reports,,wave,Major,Open,,15/May/19 21:12,15/May/19 21:12,
New Feature,WHIMSY-262,13233570,Edit own comments,,wohali,Major,Open,,15/May/19 19:21,15/May/19 19:21,
Improvement,WHIMSY-261,13232769,Mailing list counts on (P)PMC pages should not include archivers,,sebb,Major,Resolved,Fixed,10/May/19 23:40,11/May/19 11:09,
New Feature,WHIMSY-233,13208056,New workbench to support mail moderation,,sebb,Major,Open,,07/Jan/19 15:46,08/May/19 14:49,
Bug,WHIMSY-257,13230305,collate_minutes does not detect updates to calendar.html,,sebb,Major,Open,,26/Apr/19 13:12,26/Apr/19 13:12,
Improvement,WHIMSY-252,13227290,www/roster/views/ppmc/establish.text.rb - remove the bylaws clause,,wave,Major,Resolved,Fixed,10/Apr/19 18:51,25/Apr/19 01:15,
New Feature,WHIMSY-255,13227656,Show Board under rosters,,sebb,Major,Open,,12/Apr/19 08:46,12/Apr/19 15:12,
Improvement,WHIMSY-253,13227322,Finish the New Podling Page,,wave,Major,Open,,10/Apr/19 20:34,10/Apr/19 20:48,
Improvement,WHIMSY-254,13227327,Add an Exit Incubator Button to the Podling Roster/Status Page,,wave,Major,Open,,10/Apr/19 20:46,10/Apr/19 20:46,
Improvement,WHIMSY-110,13083086,Completion of a TLP resolution should update podlings.xml,,johndament,Major,Open,,28/Jun/17 10:16,10/Apr/19 19:18,
Bug,WHIMSY-249,13227199,TLP Resolution template might have an issue,rubys,cdutz,Major,Resolved,Fixed,10/Apr/19 14:25,10/Apr/19 14:50,
Improvement,WHIMSY-98,13077227,Podling Status Maintenance,johndament,johndament,Major,In Progress,,05/Jun/17 11:29,10/Apr/19 00:49,
Improvement,WHIMSY-117,13086764,Migrate podlings.xml maintainence to git,,johndament,Major,Open,,13/Jul/17 00:47,10/Apr/19 00:40,
Bug,WHIMSY-246,13225944,decodeURIComponent should be used instead of decodeURI in views,,sebb,Major,Open,,03/Apr/19 19:41,03/Apr/19 19:41,
Task,WHIMSY-245,13224775,Combine DIRECTOR_MAPs,,sebb,Major,Resolved,Fixed,29/Mar/19 09:22,29/Mar/19 21:14,
Bug,WHIMSY-6,12858078,Attachments xxx.txt and xxx.txt.asc are not received,,clr,Major,Resolved,Fixed,22/Aug/15 17:51,25/Mar/19 19:26,
Improvement,WHIMSY-78,13060893,Have Proxy form email assignee,,rubys,Major,Open,,01/Apr/17 12:35,20/Mar/19 11:09,
Bug,WHIMSY-123,13091864,Existing link to specific board agenda item is 404,,curcuru,Major,Closed,Fixed,02/Aug/17 12:06,19/Mar/19 19:10,
Bug,WHIMSY-205,13185030,board/missing-reports fails with uninitialised constant,,sebb,Major,Closed,Cannot Reproduce,13/Sep/18 23:16,19/Mar/19 19:08,
New Feature,WHIMSY-111,13084372,Mailing list information,,sebb,Major,Open,,03/Jul/17 22:54,18/Mar/19 16:51,
New Feature,WHIMSY-243,13222356,Tool to list arbitrary mailing list subscriptions,,sebb,Major,Open,,18/Mar/19 16:08,18/Mar/19 16:51,
Improvement,WHIMSY-224,13203228,Have roster of committee show start date of committer,,pierresmits,Major,Resolved,Information Provided,08/Dec/18 20:11,12/Mar/19 14:21,
Bug,WHIMSY-112,13084937,Board and President's committees not displayed in roster,,curcuru,Major,Resolved,Fixed,05/Jul/17 19:22,07/Mar/19 12:29,
