Issue Type,Issue key,Issue id,Parent id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Task,SOLR-15503,13386337,,Record current number of warnings and fail the build if that number is exceeded,,mdrob,Major,Open,,28/Jun/21 20:37,28/Sep/21 20:27,
Task,SOLR-15552,13390833,,Publish some simple perf comparisons between facet and drill expressions.,markrmiller,markrmiller,Major,Open,,20/Jul/21 06:18,28/Sep/21 20:27,
Bug,SOLR-15549,13390151,,Old SolrJ implementations (8.x) are incompatible with 9.0 Clouds,houston,houston,Major,Closed,Fixed,16/Jul/21 19:25,28/Sep/21 20:27,
Bug,SOLR-15651,13403031,,Connection ,,kikomaxx,Major,Resolved,Invalid,24/Sep/21 00:20,28/Sep/21 20:27,
Improvement,SOLR-15506,13386469,,Upgrade Apache Derby to >=10.14.2.0,,sdhal,Major,Resolved,Won't Fix,29/Jun/21 08:46,28/Sep/21 20:27,
Task,SOLR-15594,13395954,,Remove Security Manager Integrations,,mdrob,Major,Open,,18/Aug/21 18:15,28/Sep/21 20:27,
Improvement,SOLR-15497,13385784,,Broken external web links in RefGuide,ctargett,janhoy,Major,Open,,25/Jun/21 07:28,28/Sep/21 20:27,
Bug,SOLR-15571,13392509,,Content of some fields not return in streaming expressions,,kennyKnecht,Major,Open,,29/Jul/21 10:25,28/Sep/21 20:27,
Improvement,SOLR-15564,13391897,,Improve filtering expressions in /admin/metrics,ab,ab,Major,Closed,Fixed,26/Jul/21 13:33,28/Sep/21 20:27,
Improvement,SOLR-15505,13386467,,Upgrade ICU4J to 67.1+,,sdhal,Major,Resolved,Won't Fix,29/Jun/21 08:40,28/Sep/21 20:27,
Bug,SOLR-15573,13392823,,"Basic auth must set blockUnknown=true for Admin UI to force login, with blockUnknown=false there's no way to login to the admin UI to do privileged actions",thelabdude,thelabdude,Major,Closed,Fixed,30/Jul/21 21:30,28/Sep/21 20:27,
Bug,SOLR-15540,13389645,,changes in internal usage of _root_ field cause failures to deleteById or duplicate docs when updating after upgrading from Solr7 to Solr8,,samuelma,Major,Open,,14/Jul/21 14:35,28/Sep/21 20:27,
Improvement,SOLR-15555,13391187,,Use filterCache.computeIfAbsent in SolrIndexSearcher,mdrob,mdrob,Major,Closed,Fixed,21/Jul/21 18:15,28/Sep/21 20:27,
Bug,SOLR-15637,13402490,,Security panel in Admin UI shows TLS not enabled when it is,thelabdude,thelabdude,Major,Closed,Fixed,21/Sep/21 14:46,28/Sep/21 20:27,
New Feature,SOLR-15500,13386211,,Compressed Backup,,sayan.das,Major,Open,,28/Jun/21 08:26,28/Sep/21 20:27,
Bug,SOLR-15595,13395967,,Partial results from shard queries needlessly discarded for queries without sort fields,epugh,makosten,Major,Closed,Fixed,18/Aug/21 19:45,28/Sep/21 20:27,
Improvement,SOLR-15507,13386470,,Upgrade Apache Thrift to 0.14.1,,sdhal,Major,Open,,29/Jun/21 08:51,28/Sep/21 20:27,
Bug,SOLR-15633,13401396,,error of highline,,wjk2018,Major,Resolved,Invalid,15/Sep/21 13:32,28/Sep/21 20:27,
Improvement,SOLR-15472,13383280,,shards.preference should support leader=false,thelabdude,steviebee,Major,Closed,Fixed,10/Jun/21 22:21,28/Sep/21 20:23,
Bug,SOLR-6156,12720309,,Exception while using group with timeAllowed on SolrCloud.,cpoerschke,modassar,Major,Closed,Fixed,10/Jun/14 09:33,28/Sep/21 20:23,
Bug,SOLR-15230,13363235,,Missing fields and dynamicfields from schema/fieldtypes API,ctargett,asalamon74,Major,Closed,Fixed,09/Mar/21 10:17,28/Sep/21 20:23,
Bug,SOLR-9853,13027436,,Solr JDBC does not return multiValue fields or text typed fields,thelabdude,ravenrani,Major,Closed,Fixed,12/Dec/16 12:49,28/Sep/21 20:23,
Bug,SOLR-15378,13375614,,Reproducible failure in TestRestoreCore in branch_8x,gerlowskija,gus,Major,Closed,Fixed,28/Apr/21 14:36,28/Sep/21 20:23,
Bug,SOLR-8889,12952954,,SolrCloud deleteById is broken when router.field is set,hossman,dsmiley,Major,Closed,Fixed,23/Mar/16 19:58,28/Sep/21 20:23,
Improvement,SOLR-15489,13384990,,Solr SQL should respect OFFSET and FETCH criteria when used with ORDER BY,thelabdude,thelabdude,Major,Closed,Fixed,21/Jun/21 18:09,28/Sep/21 20:23,
Improvement,SOLR-15583,13394747,,error-prone versions out of sync,mdrob,mdrob,Major,Closed,Fixed,11/Aug/21 19:18,28/Sep/21 20:23,
Improvement,SOLR-15208,13361889,,"Add the countDist aggregation to the stats, facet and timeseries Streaming Expressions",jbernste,jbernste,Major,Closed,Resolved,02/Mar/21 15:26,28/Sep/21 20:22,
