Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Improvement,SOLR-511,12392343,Expose initialization arguments,ehatcher,ehatcher,Trivial,Closed,Fixed,26/Mar/08 14:33,10/May/13 10:39,
Improvement,SOLR-2647,12513488,DOMUtilTestBase should be abstract,cmale,cmale,Trivial,Closed,Fixed,11/Jul/11 08:13,10/May/13 10:39,
Bug,SOLR-2860,12529138,"In solr-test-framework, SolrTestCaseJ4 tracking of SolrIndexWriter opens / closes is incorrect",hossman,abeppu,Trivial,Closed,Not A Problem,27/Oct/11 20:39,10/May/13 10:39,
Improvement,SOLR-2421,12501083,"Remove solr/lib/geronimo-stax-api_1.0_spec-1.0.1.jar - Stax API 1.0 is included in JAXP 1.4, which is included in Java 1.6",sarowe,sarowe,Trivial,Closed,Fixed,10/Mar/11 23:32,10/May/13 10:39,
Improvement,SOLR-421,12383325,Make SolrParams serializable,ryantxu,gsingers,Trivial,Closed,Fixed,27/Nov/07 15:28,10/May/13 10:39,
Improvement,SOLR-694,12402282,Use SpellingQueryConverter as default if there is no queryconverter defined,shalin,dlx,Trivial,Closed,Fixed,13/Aug/08 09:33,10/May/13 10:39,
Bug,SOLR-562,12395329,Namedlistcodec throws NPE for null names,,noble.paul,Trivial,Closed,Fixed,05/May/08 15:37,10/May/13 10:39,
Bug,SOLR-3257,12547182,Dedupe update.chain example should include DistribtedUpdateProcessorFactory,hossman,markus17,Trivial,Closed,Fixed,20/Mar/12 12:30,10/May/13 10:39,
Bug,SOLR-378,12380176,Increase connectionTimeout so SolrExampleTest doesn't timeout when trying to connect to SolrServer instance,ryantxu,yourabi,Trivial,Closed,Fixed,11/Oct/07 17:04,10/May/13 10:39,
Bug,SOLR-3260,12547221,Improve exception handling / logging for ScriptTransformer.init(),jdyer,jdyer,Trivial,Closed,Fixed,20/Mar/12 16:07,10/May/13 10:39,
Bug,SOLR-489,12389534,Added @deprecation Javadoc comments,gsingers,timmsc,Trivial,Closed,Fixed,25/Feb/08 21:50,10/May/13 10:39,
New Feature,SOLR-208,12367072,RSS feed XSL example,hossman,bwhitman,Trivial,Closed,Fixed,12/Apr/07 16:23,10/May/13 10:39,
